# manifest_id	toefl-2026-missing-audio-manifest
# manifest_version	2026-08-20.v1
# scope	400_new_files_only;260_existing_mp3_preserved
# generation_authorized	no
media_id	set_id	section	module	task	source_item_ids	planned_url	source_ref	script_sha256	source_script_characters	billable_characters	words	request_segments	speaker_labels	declared_voice_roles	cast_profiles	target_profile	sample_candidate	media_status	approval_status
media:toefl:set-3:speaking-interview-3	set-3	speaking	speaking	take-an-interview	t3-s-iv3	/audio/toefl/set-3/interview-3.mp3	src/data/mocks/toefl-set-3.ts#t3-s-iv3	3c8d00e282907d74c505632fb259d4546de4668164ce7398f00c91bbf42732f3	178	178	29	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-3:speaking-interview-4	set-3	speaking	speaking	take-an-interview	t3-s-iv4	/audio/toefl/set-3/interview-4.mp3	src/data/mocks/toefl-set-3.ts#t3-s-iv4	21e5bf151433839098cd27bb634e852198d236bd1c1b5e8cd813a1ef4a756c12	137	137	22	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-3:speaking-repeat-6	set-3	speaking	speaking	listen-and-repeat	t3-s-rp6	/audio/toefl/set-3/repeat-6.mp3	src/data/toefl/speaking-fixed-repeat.ts#t3-s-rp6	b452e4566da33e4fc60b1c99f16e057a2eea1472adb051aca43bdca43beec637	104	104	15	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-3:speaking-repeat-7	set-3	speaking	speaking	listen-and-repeat	t3-s-rp7	/audio/toefl/set-3/repeat-7.mp3	src/data/toefl/speaking-fixed-repeat.ts#t3-s-rp7	6fffacaecddef298ca0f0d887a4a99bdbd89a0999185b482888f2816c955281d	118	118	18	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:listening-m1-choose-6	set-4	listening	listening-1	choose-response	item:t4-l-m1-cr6-v1	/audio/toefl/set-4/listening-m1-choose-6.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-4:listening-m1-choose-6	51d04165d8e39bdaa5ec5f28d1dbdd696f225010ef079234195b7dddb6e9efd8	53	53	8	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:listening-m1-choose-7	set-4	listening	listening-1	choose-response	item:t4-l-m1-cr7-v1	/audio/toefl/set-4/listening-m1-choose-7.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-4:listening-m1-choose-7	66c821482ac0c7422331bab3f373caaa4c7925935887ee46aabbcd97599e7a1b	33	33	6	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:listening-m1-choose-8	set-4	listening	listening-1	choose-response	item:t4-l-m1-cr8-v1	/audio/toefl/set-4/listening-m1-choose-8.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-4:listening-m1-choose-8	4bc104a2d22fd01c93980452e46897bd7544edb34b0d123637b87b13810c7f3f	46	46	9	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:listening-m2-academic-talk	set-4	listening	listening-2	academic-talk	item:t4-l-m2-at1-v1;item:t4-l-m2-at2-v1;item:t4-l-m2-at3-v1;item:t4-l-m2-at4-v1	/audio/toefl/set-4/listening-m2-academic-talk.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-4:listening-m2-academic-talk	132f115b72742b2eb12b7cc365cb9246e21fa318258eb1b725dda84e283286fa	1333	1322	202	1	PROFESSOR	professor	professor	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:listening-m2-announcement	set-4	listening	listening-2	announcement	item:t4-l-m2-an1-v1;item:t4-l-m2-an2-v1	/audio/toefl/set-4/listening-m2-announcement.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-4:listening-m2-announcement	566f224452ac7920442e70ae0224ac52e837b77e7a749963cf00bee6fceb59d3	453	442	74	1	ANNOUNCER	announcer	announcer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:listening-m2-choose-1	set-4	listening	listening-2	choose-response	item:t4-l-m2-cr1-v1	/audio/toefl/set-4/listening-m2-choose-1.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-4:listening-m2-choose-1	124020d30473fc87f1aa95dd1f2e50dcbda7448769e3b9e9fe482cf758543797	43	43	8	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:listening-m2-choose-2	set-4	listening	listening-2	choose-response	item:t4-l-m2-cr2-v1	/audio/toefl/set-4/listening-m2-choose-2.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-4:listening-m2-choose-2	ef0bf8a72dec3b1720e1903ea10606a384cc33c37d27ac31308b8955f575db28	48	48	7	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:listening-m2-choose-3	set-4	listening	listening-2	choose-response	item:t4-l-m2-cr3-v1	/audio/toefl/set-4/listening-m2-choose-3.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-4:listening-m2-choose-3	32376d9231216c59212a87bb8ef83e5d899c19267ba90a2d6edf0aa94f249962	46	46	9	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:listening-m2-choose-4	set-4	listening	listening-2	choose-response	item:t4-l-m2-cr4-v1	/audio/toefl/set-4/listening-m2-choose-4.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-4:listening-m2-choose-4	30e3e9a669e3bbb50d80d456093357966f1f6cbd3355eec8d89a4a400fadb17c	44	44	8	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:listening-m2-choose-5	set-4	listening	listening-2	choose-response	item:t4-l-m2-cr5-v1	/audio/toefl/set-4/listening-m2-choose-5.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-4:listening-m2-choose-5	579a418dcc0a7e6a545d7da2ba829e5b75fa22501121cec00264026b4086bc3c	47	47	9	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:listening-m2-choose-6	set-4	listening	listening-2	choose-response	item:t4-l-m2-cr6-v1	/audio/toefl/set-4/listening-m2-choose-6.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-4:listening-m2-choose-6	27e7975850a2aa0969a2114e07a3c24ef74b252732a317d4d17ad1ead894cde1	48	48	10	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:listening-m2-choose-7	set-4	listening	listening-2	choose-response	item:t4-l-m2-cr7-v1	/audio/toefl/set-4/listening-m2-choose-7.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-4:listening-m2-choose-7	30cf3795b1293a2fece8d07d7ca5725e190a4b6ccdea22ce0bb75c8acb36421e	38	38	6	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:listening-m2-choose-8	set-4	listening	listening-2	choose-response	item:t4-l-m2-cr8-v1	/audio/toefl/set-4/listening-m2-choose-8.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-4:listening-m2-choose-8	4cc28f995d2efda2b31b4907b0909d41affaa00922f0995499af17843b6789e2	40	40	7	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:listening-m2-conversation	set-4	listening	listening-2	conversation	item:t4-l-m2-cv1-v1;item:t4-l-m2-cv2-v1	/audio/toefl/set-4/listening-m2-conversation.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-4:listening-m2-conversation	e56e44005664f7bf531dfedfbb43eb91ee059b245a3767658a9c298e2434b608	473	421	75	4	STUDENT;STAFF MEMBER	student;announcer	student;staff	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:speaking-interview-1	set-4	speaking	speaking	take-an-interview	t4-s-iv1	/audio/toefl/set-4/interview-1.mp3	src/data/mocks/toefl-set-4.ts#t4-s-iv1	a387801cce09c1b530e4ed1bef20a7af9817730b56899e80a2fdfdacb5f128a6	95	95	18	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:speaking-interview-2	set-4	speaking	speaking	take-an-interview	t4-s-iv2	/audio/toefl/set-4/interview-2.mp3	src/data/mocks/toefl-set-4.ts#t4-s-iv2	df7c2f492b29baf736a18a2a59e46addea85cd3f430bd52704ab5a6d57956b33	145	145	27	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:speaking-interview-3	set-4	speaking	speaking	take-an-interview	t4-s-iv3	/audio/toefl/set-4/interview-3.mp3	src/data/mocks/toefl-set-4.ts#t4-s-iv3	5ef7b764b86887b0b8cfe5240a4ebc90ccda5e5f58278b85c20380bd91cb7f06	176	176	27	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:speaking-interview-4	set-4	speaking	speaking	take-an-interview	t4-s-iv4	/audio/toefl/set-4/interview-4.mp3	src/data/mocks/toefl-set-4.ts#t4-s-iv4	ebee88a64347c206c3693ca98c346a5be800a9b055901512631c63012f82e276	134	134	23	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:speaking-repeat-6	set-4	speaking	speaking	listen-and-repeat	t4-s-rp6	/audio/toefl/set-4/repeat-6.mp3	src/data/toefl/speaking-fixed-repeat.ts#t4-s-rp6	a97005f5cd920c716e78c161aae03391e6f725d54494f5a6a992c8fa9eb1c37f	102	102	15	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-4:speaking-repeat-7	set-4	speaking	speaking	listen-and-repeat	t4-s-rp7	/audio/toefl/set-4/repeat-7.mp3	src/data/toefl/speaking-fixed-repeat.ts#t4-s-rp7	666c5fba72527e5090a618c00b81be9406923826ad7be8945f1b3c61e85e9a9a	131	131	19	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:listening-m1-choose-6	set-5	listening	listening-1	choose-response	item:t5-l-m1-cr6-v1	/audio/toefl/set-5/listening-m1-choose-6.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-5:listening-m1-choose-6	b26558b37aca1cac576dc91938ca3a3c1ade274819d1940bdfa31ca4d5021b8e	52	52	11	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:listening-m1-choose-7	set-5	listening	listening-1	choose-response	item:t5-l-m1-cr7-v1	/audio/toefl/set-5/listening-m1-choose-7.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-5:listening-m1-choose-7	add798e8457c108c2083785e11145bc13cbc0ac0e5e8e5cd9b8d7a9f0ec4d300	44	44	8	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:listening-m1-choose-8	set-5	listening	listening-1	choose-response	item:t5-l-m1-cr8-v1	/audio/toefl/set-5/listening-m1-choose-8.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-5:listening-m1-choose-8	c0aecfa23a98f0df7cc755a48dbe2087115727772da9d7ccf46c0f9dba110e68	43	43	6	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:listening-m2-academic-talk	set-5	listening	listening-2	academic-talk	item:t5-l-m2-at1-v1;item:t5-l-m2-at2-v1;item:t5-l-m2-at3-v1;item:t5-l-m2-at4-v1	/audio/toefl/set-5/listening-m2-academic-talk.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-5:listening-m2-academic-talk	381c85ebcde9241bc777a12827849f29a4015ff88cd6fe6a0f372c8b0e131789	1290	1279	195	1	PROFESSOR	professor	professor	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:listening-m2-announcement	set-5	listening	listening-2	announcement	item:t5-l-m2-an1-v1;item:t5-l-m2-an2-v1	/audio/toefl/set-5/listening-m2-announcement.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-5:listening-m2-announcement	c91fe74cfebd19adf2f020097bd2a5352fc6de3af7d8e92f5eb9b6d876164295	383	372	64	1	ANNOUNCER	announcer	announcer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:listening-m2-choose-1	set-5	listening	listening-2	choose-response	item:t5-l-m2-cr1-v1	/audio/toefl/set-5/listening-m2-choose-1.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-5:listening-m2-choose-1	b3b42fdd9a6ab816811ac5e757e272ba4833065d1655266ce63e0dde458a0574	44	44	7	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:listening-m2-choose-2	set-5	listening	listening-2	choose-response	item:t5-l-m2-cr2-v1	/audio/toefl/set-5/listening-m2-choose-2.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-5:listening-m2-choose-2	cf1dbc9f2bc4478b4506282bb1b35abd8ecf1d601fdc5834b2dc45ebe318bee6	40	40	8	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:listening-m2-choose-3	set-5	listening	listening-2	choose-response	item:t5-l-m2-cr3-v1	/audio/toefl/set-5/listening-m2-choose-3.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-5:listening-m2-choose-3	e8e1acee245521af847401bd962476edbd8429bf1601e3be75e382ec22c0ddab	47	47	8	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:listening-m2-choose-4	set-5	listening	listening-2	choose-response	item:t5-l-m2-cr4-v1	/audio/toefl/set-5/listening-m2-choose-4.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-5:listening-m2-choose-4	50536eb100e34e0b347af49ee835d9ee36acbbf1f97c2ed3cda39300089af46c	41	41	8	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:listening-m2-choose-5	set-5	listening	listening-2	choose-response	item:t5-l-m2-cr5-v1	/audio/toefl/set-5/listening-m2-choose-5.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-5:listening-m2-choose-5	8f995d99b8f68125f2c7d78dbdabf299f249b81cdf356a5932525232e7227b70	49	49	9	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:listening-m2-choose-6	set-5	listening	listening-2	choose-response	item:t5-l-m2-cr6-v1	/audio/toefl/set-5/listening-m2-choose-6.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-5:listening-m2-choose-6	8097a263ee383905cef17fdb77663371c2524650ab86fb03d0b810a594ee2f4a	41	41	8	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:listening-m2-choose-7	set-5	listening	listening-2	choose-response	item:t5-l-m2-cr7-v1	/audio/toefl/set-5/listening-m2-choose-7.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-5:listening-m2-choose-7	b63e47f118e7650ca12cea24b907afa52137dd75b04e851c6868042172de7ebd	46	46	9	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:listening-m2-choose-8	set-5	listening	listening-2	choose-response	item:t5-l-m2-cr8-v1	/audio/toefl/set-5/listening-m2-choose-8.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-5:listening-m2-choose-8	2c2a37f136a494425e306715bb76c4a53ed7aad0e8de6f7f71acc8f9870de632	40	40	8	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:listening-m2-conversation	set-5	listening	listening-2	conversation	item:t5-l-m2-cv1-v1;item:t5-l-m2-cv2-v1	/audio/toefl/set-5/listening-m2-conversation.mp3	src/data/toefl/listening-fixed-sets-1-5.ts#media:toefl:set-5:listening-m2-conversation	9f011a1ad7183cf6579705b0729e2088c9a0a2eaab60ce5dece0881a53170230	529	487	76	4	STUDENT;ADVISER	student;announcer	student;staff	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:speaking-interview-1	set-5	speaking	speaking	take-an-interview	t5-s-iv1	/audio/toefl/set-5/interview-1.mp3	src/data/mocks/toefl-set-5.ts#t5-s-iv1	b3663035f60616251e15a48ea212483b3908a444fa43dc525a3c5caaaa03fdea	115	115	21	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:speaking-interview-2	set-5	speaking	speaking	take-an-interview	t5-s-iv2	/audio/toefl/set-5/interview-2.mp3	src/data/mocks/toefl-set-5.ts#t5-s-iv2	7cc6d4364863490c1bc2162dcd1e28cc737785306144cf2422597ce939242c79	133	133	22	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:speaking-interview-3	set-5	speaking	speaking	take-an-interview	t5-s-iv3	/audio/toefl/set-5/interview-3.mp3	src/data/mocks/toefl-set-5.ts#t5-s-iv3	6dacbd62b12ae840527d437b9b2757da03a641ca32bd12818dcd62d39bbd6ff7	179	179	33	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:speaking-interview-4	set-5	speaking	speaking	take-an-interview	t5-s-iv4	/audio/toefl/set-5/interview-4.mp3	src/data/mocks/toefl-set-5.ts#t5-s-iv4	0b397567c033efa72048e8ef5874f098deb08d1389a756fec3611a6a1e0123be	158	158	25	1	INTERVIEWER	interviewer	interviewer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:speaking-repeat-6	set-5	speaking	speaking	listen-and-repeat	t5-s-rp6	/audio/toefl/set-5/repeat-6.mp3	src/data/toefl/speaking-fixed-repeat.ts#t5-s-rp6	806987fe4791ee35db3d43f32da1d5f81fc9f31bf17bf73f329c9a1941b2e073	103	103	15	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-5:speaking-repeat-7	set-5	speaking	speaking	listen-and-repeat	t5-s-rp7	/audio/toefl/set-5/repeat-7.mp3	src/data/toefl/speaking-fixed-repeat.ts#t5-s-rp7	d2572dfc0c2b90f6d6726ef81b1e14edd40d15d6b373395463c8e46bb2efbb62	121	121	20	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:listening-m1-choose-6	set-6	listening	listening-1	choose-response	item:t6-l-m1-cr6-v1	/audio/toefl/set-6/listening-m1-choose-6.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-6:listening-m1-choose-6	d91c96deb13f120e07784ed410701410439baeb24ac36e7f57346badfb52f7de	49	49	8	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:listening-m1-choose-7	set-6	listening	listening-1	choose-response	item:t6-l-m1-cr7-v1	/audio/toefl/set-6/listening-m1-choose-7.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-6:listening-m1-choose-7	0ff23e8e2588e9efc23b10428ef1857068ef6e023a2e0c0c481882c274a3de68	42	42	9	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:listening-m1-choose-8	set-6	listening	listening-1	choose-response	item:t6-l-m1-cr8-v1	/audio/toefl/set-6/listening-m1-choose-8.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-6:listening-m1-choose-8	6f046db75e4679d2417df55ec98b64152fb9a99011a18e67da39132777137b1a	38	38	6	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:listening-m2-academic-talk	set-6	listening	listening-2	academic-talk	item:t6-l-m2-at1-v1;item:t6-l-m2-at2-v1;item:t6-l-m2-at3-v1;item:t6-l-m2-at4-v1	/audio/toefl/set-6/listening-m2-academic-talk.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-6:listening-m2-academic-talk	903ff70cd6950a8b4b76c8be6676b41342715545ef99406095f80dd3f068c464	1304	1293	196	1	PROFESSOR	professor	professor	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:listening-m2-announcement	set-6	listening	listening-2	announcement	item:t6-l-m2-an1-v1;item:t6-l-m2-an2-v1	/audio/toefl/set-6/listening-m2-announcement.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-6:listening-m2-announcement	62b653d2e2105e873d910ba32f4f6fb4cfa2ece1c6ed39b74ee70aa28c226b13	380	369	56	1	ANNOUNCER	announcer	announcer	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:listening-m2-choose-1	set-6	listening	listening-2	choose-response	item:t6-l-m2-cr1-v1	/audio/toefl/set-6/listening-m2-choose-1.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-6:listening-m2-choose-1	7689d66e8e9856fb928e80dbb82f3f956c178ebdc51b07341684480c39fd272a	50	50	9	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:listening-m2-choose-2	set-6	listening	listening-2	choose-response	item:t6-l-m2-cr2-v1	/audio/toefl/set-6/listening-m2-choose-2.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-6:listening-m2-choose-2	dfc0479e6ea97c7ee3c70d1de1df6dfb6be3a4d82ae572c58cf79867aa7cfa7a	46	46	9	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:listening-m2-choose-3	set-6	listening	listening-2	choose-response	item:t6-l-m2-cr3-v1	/audio/toefl/set-6/listening-m2-choose-3.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-6:listening-m2-choose-3	11436c1f4799a258d27769a74208bea6c418ff33914855dee3a7be6849e5b1fe	42	42	7	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:listening-m2-choose-4	set-6	listening	listening-2	choose-response	item:t6-l-m2-cr4-v1	/audio/toefl/set-6/listening-m2-choose-4.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-6:listening-m2-choose-4	dabdf911cbe8c0532970b021ae2e792cd8de0a353b9ec1c1845547294d7c416a	43	43	7	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:listening-m2-choose-5	set-6	listening	listening-2	choose-response	item:t6-l-m2-cr5-v1	/audio/toefl/set-6/listening-m2-choose-5.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-6:listening-m2-choose-5	3b536d87c25d51e592dbd67639d525e9d1ccdec031e9232c63467e16bf41515f	41	41	7	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:listening-m2-choose-6	set-6	listening	listening-2	choose-response	item:t6-l-m2-cr6-v1	/audio/toefl/set-6/listening-m2-choose-6.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-6:listening-m2-choose-6	cbed79010fdfcf52a28918fbc6c7970b67ab158c07934882c0e39fd22cef98e1	45	45	9	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:listening-m2-choose-7	set-6	listening	listening-2	choose-response	item:t6-l-m2-cr7-v1	/audio/toefl/set-6/listening-m2-choose-7.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-6:listening-m2-choose-7	b9d9dd938e18f3ea489a7d12f1e91755a2daab31779f8506e0e939a6d2eabcd9	42	42	9	1	man	man	man	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
media:toefl:set-6:listening-m2-choose-8	set-6	listening	listening-2	choose-response	item:t6-l-m2-cr8-v1	/audio/toefl/set-6/listening-m2-choose-8.mp3	src/data/toefl/listening-fixed-sets-6-10.ts#media:toefl:set-6:listening-m2-choose-8	3c536e65073ff7468d4fff3a67acb92980a8f89a177391bf29a39e2b2124c144	36	36	6	1	woman	woman	woman	mp3_44100_64_mono_after_QA	no	script-ready-audio-blocked	blocked_pending_owner_manifest_voices_sample_cost
