# manifest_id	toefl-2026-audio-manifest
# manifest_version	2026-08-09.v1
# snapshot_date	2026-08-09
# official_registry	toefl-ibt-2026@2026-08-09.v2
# source_fingerprint	50b3b8d7dd04826cf625052e7910b844c305894d43b2eae5fda01f881d3d512d
# audio_fingerprint	dab2fdb8340d2dc72df4d70923985bdfd876174a922d646a3795bb39a5619842
# editorial_inventory	toefl-2026-editorial-inventory@2026-08-09.v1
# ffprobe_version	8.1.1
# source_scope	src/data/mocks/toefl-set-{1..20}.ts + public/audio/toefl/set-{1..20}/*.mp3
# source_asset_id_policy	blank_means_original_root_asset
# transcript_policy	canonical_blank_until_T07; candidate_ref_and_hash_preserve_source
asset_id	source_asset_id	asset_version	set_id	part	task_rule	task_type	stimulus_id	section_id	item_id	linked_item_ids	source_file	source_field	public_url	path	sha256	bytes	duration_ms	codec	sample_rate_hz	channels	channel_layout	bitrate_bps	loudness_lufs	true_peak_db	canonical_transcript	canonical_transcript_status	transcript_candidate_ref	transcript_candidate_sha256	transcript_candidate_chars	transcript_candidate_words	asr_transcript	asr_status	wer_or_diff	voice_ids	voice_roles	generator	model	settings	license_and_provenance	editorial_state	validation_status	technical_status	linguistic_status	human_status	reuse_class	reuse_status	reviewed_at	reviewer
asset:toefl:set-6:part-5:listen-choose-4		legacy_unversioned	set-6	5	L-001	Listen and Choose a Response	stimulus:t6-l-cr4:audio	section:set-6:part-5	item:t6-l-cr4	item:t6-l-cr4	src/data/mocks/toefl-set-6.ts	question.audioUrl	/audio/toefl/set-6/listen-choose-4.mp3	public/audio/toefl/set-6/listen-choose-4.mp3	b5e76030f0a34d2138230a3d2c3453de13cc8ed5de8ae1bf04b32467c2be3826	22404	2740	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-6:part-5:listen-choose-5		legacy_unversioned	set-6	5	L-001	Listen and Choose a Response	stimulus:t6-l-cr5:audio	section:set-6:part-5	item:t6-l-cr5	item:t6-l-cr5	src/data/mocks/toefl-set-6.ts	question.audioUrl	/audio/toefl/set-6/listen-choose-5.mp3	public/audio/toefl/set-6/listen-choose-5.mp3	4f6df4a9da59d25db06deda5c25b97c75ead26f788b01583495567e61ab35aac	18016	2180	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-6:part-6:conversation		legacy_unversioned	set-6	6	L-002	Listen to a Conversation	stimulus:set-6:part-6:audio	section:set-6:part-6		item:t6-l-cv1;item:t6-l-cv2;item:t6-l-cv3;item:t6-l-cv4	src/data/mocks/toefl-set-6.ts	section.audioUrl	/audio/toefl/set-6/conversation.mp3	public/audio/toefl/set-6/conversation.mp3	01a0ed0a7a5b97ea6e6ab58dd004f2e2582e10333e028174fb5f6d7b125e9038	581634	72640	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	section:set-6:part-6.transcript	575c851d021828403108e5760eca59401be882d9ba4392320ca630e8e7047f69	1216	208		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-6:part-7:announcement		legacy_unversioned	set-6	7	L-003	Listen to an Announcement	stimulus:set-6:part-7:audio	section:set-6:part-7		item:t6-l-an1;item:t6-l-an2;item:t6-l-an3	src/data/mocks/toefl-set-6.ts	section.audioUrl	/audio/toefl/set-6/announcement.mp3	public/audio/toefl/set-6/announcement.mp3	6b980c483841cfe1e5b9a15bc82df4d1b346bc246d943e51a4c058576122811f	331694	41380	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	section:set-6:part-7.transcript	8984773404a7158aef5588ad26ddc424236a5e35afee0bee2241b015ba3d0c80	743	133		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-6:part-8:academic-talk		legacy_unversioned	set-6	8	L-004	Listen to an Academic Talk	stimulus:set-6:part-8:audio	section:set-6:part-8		item:t6-l-at1;item:t6-l-at2;item:t6-l-at3;item:t6-l-at4;item:t6-l-at5	src/data/mocks/toefl-set-6.ts	section.audioUrl	/audio/toefl/set-6/academic-talk.mp3	public/audio/toefl/set-6/academic-talk.mp3	201d6ce28bc9dcebcbd83e753863c4512fc3aeca42fe86b3cbfcd4117cbaf203	1052883	131540	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	section:set-6:part-8.transcript	657e7526efd90880be1a237744e119f7a8f0de9781e52e798042bc768a97ac99	1785	298		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-6:part-12:repeat-1		legacy_unversioned	set-6	12	S-001	Listen and Repeat	stimulus:t6-s-rp1:audio	section:set-6:part-12	item:t6-s-rp1	item:t6-s-rp1	src/data/mocks/toefl-set-6.ts	question.audioUrl	/audio/toefl/set-6/repeat-1.mp3	public/audio/toefl/set-6/repeat-1.mp3	39d848e5118fde285e8629691447293e60c5e2899ffec1d3a47b2a663370e981	16762	2020	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t6-s-rp1.targetSentence	9c2c5ad77eb955ab881940c886d58b42e664a66a9a562f0a9d61cf4f95c3597b	25	5		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-6:part-12:repeat-2		legacy_unversioned	set-6	12	S-001	Listen and Repeat	stimulus:t6-s-rp2:audio	section:set-6:part-12	item:t6-s-rp2	item:t6-s-rp2	src/data/mocks/toefl-set-6.ts	question.audioUrl	/audio/toefl/set-6/repeat-2.mp3	public/audio/toefl/set-6/repeat-2.mp3	9a4f465ff022b68848cb9d1b9cb856946b1b4fefe8fa30ff22aa05d7d8fab7ef	23031	2820	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t6-s-rp2.targetSentence	e35460be7aae46133129ac3a3fd596cc49dc3b5bf05e3c639c952a7eed29c265	41	9		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-6:part-12:repeat-3		legacy_unversioned	set-6	12	S-001	Listen and Repeat	stimulus:t6-s-rp3:audio	section:set-6:part-12	item:t6-s-rp3	item:t6-s-rp3	src/data/mocks/toefl-set-6.ts	question.audioUrl	/audio/toefl/set-6/repeat-3.mp3	public/audio/toefl/set-6/repeat-3.mp3	7f5454c21741fbafdef8267e3a35b239229c20311943d17ac7301ede4cd13e79	30764	3780	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t6-s-rp3.targetSentence	6e827c2f399402c3656e901526bffe922b09419dc22368d06eaf4ad638b60a34	61	8		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-6:part-12:repeat-4		legacy_unversioned	set-6	12	S-001	Listen and Repeat	stimulus:t6-s-rp4:audio	section:set-6:part-12	item:t6-s-rp4	item:t6-s-rp4	src/data/mocks/toefl-set-6.ts	question.audioUrl	/audio/toefl/set-6/repeat-4.mp3	public/audio/toefl/set-6/repeat-4.mp3	bc54c2439238b6e454b1d25bb4cf7e76e9c9a4676468218e6cc48839c39f2106	35361	4340	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t6-s-rp4.targetSentence	c0427e301d06a7e0f6df355e04e174bdfdd80ee596402c6e9200eeb8c1d84f41	64	11		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-6:part-12:repeat-5		legacy_unversioned	set-6	12	S-001	Listen and Repeat	stimulus:t6-s-rp5:audio	section:set-6:part-12	item:t6-s-rp5	item:t6-s-rp5	src/data/mocks/toefl-set-6.ts	question.audioUrl	/audio/toefl/set-6/repeat-5.mp3	public/audio/toefl/set-6/repeat-5.mp3	2b1642005390dcb937f1c3de76155da8f93c48890538eb6508046968c66773e6	44974	5540	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t6-s-rp5.targetSentence	eae322315493aa3223b4a74c1be3b1a1c97815e484607d12d4223f169a03164a	89	14		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-7:part-5:listen-choose-1		legacy_unversioned	set-7	5	L-001	Listen and Choose a Response	stimulus:t7-l-cr1:audio	section:set-7:part-5	item:t7-l-cr1	item:t7-l-cr1	src/data/mocks/toefl-set-7.ts	question.audioUrl	/audio/toefl/set-7/listen-choose-1.mp3	public/audio/toefl/set-7/listen-choose-1.mp3	e2a75b24dee975b76a2ea061a4bc3401dc73a4709ffb6702f4e4f74beacfd947	25121	3060	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-7:part-5:listen-choose-2		legacy_unversioned	set-7	5	L-001	Listen and Choose a Response	stimulus:t7-l-cr2:audio	section:set-7:part-5	item:t7-l-cr2	item:t7-l-cr2	src/data/mocks/toefl-set-7.ts	question.audioUrl	/audio/toefl/set-7/listen-choose-2.mp3	public/audio/toefl/set-7/listen-choose-2.mp3	8ef58010c58493fcc91c43ef28a5fdce8e4e3497cdc8cfc99c56e8e8279db7de	22404	2740	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-7:part-5:listen-choose-3		legacy_unversioned	set-7	5	L-001	Listen and Choose a Response	stimulus:t7-l-cr3:audio	section:set-7:part-5	item:t7-l-cr3	item:t7-l-cr3	src/data/mocks/toefl-set-7.ts	question.audioUrl	/audio/toefl/set-7/listen-choose-3.mp3	public/audio/toefl/set-7/listen-choose-3.mp3	0dff560837db146e5b7161759a8f6e42f276ef783a27f31d1e1e0f583b726e12	24494	2980	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-7:part-5:listen-choose-4		legacy_unversioned	set-7	5	L-001	Listen and Choose a Response	stimulus:t7-l-cr4:audio	section:set-7:part-5	item:t7-l-cr4	item:t7-l-cr4	src/data/mocks/toefl-set-7.ts	question.audioUrl	/audio/toefl/set-7/listen-choose-4.mp3	public/audio/toefl/set-7/listen-choose-4.mp3	f70dd0cf6b11476f84cb4dcd8e7b8e886ab29fcf5dce9e1b247ce51c65d51a67	27629	3380	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-7:part-5:listen-choose-5		legacy_unversioned	set-7	5	L-001	Listen and Choose a Response	stimulus:t7-l-cr5:audio	section:set-7:part-5	item:t7-l-cr5	item:t7-l-cr5	src/data/mocks/toefl-set-7.ts	question.audioUrl	/audio/toefl/set-7/listen-choose-5.mp3	public/audio/toefl/set-7/listen-choose-5.mp3	811420d47a2ad424aa6afed1504946dfe83ca040c55761db4fbb4f7173007eef	20524	2500	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-7:part-6:conversation		legacy_unversioned	set-7	6	L-002	Listen to a Conversation	stimulus:set-7:part-6:audio	section:set-7:part-6		item:t7-l-cv1;item:t7-l-cv2;item:t7-l-cv3;item:t7-l-cv4	src/data/mocks/toefl-set-7.ts	section.audioUrl	/audio/toefl/set-7/conversation.mp3	public/audio/toefl/set-7/conversation.mp3	600ce5a2769de0d9023b49f3162bcc25e6a956ca34738e44da514f838ec1bac7	453738	56640	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	section:set-7:part-6.transcript	4faf80703e1aa2a01c04db2168533ffac56d789f470eca748cd5755e2ad48e23	1029	180		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-7:part-7:announcement		legacy_unversioned	set-7	7	L-003	Listen to an Announcement	stimulus:set-7:part-7:audio	section:set-7:part-7		item:t7-l-an1;item:t7-l-an2;item:t7-l-an3	src/data/mocks/toefl-set-7.ts	section.audioUrl	/audio/toefl/set-7/announcement.mp3	public/audio/toefl/set-7/announcement.mp3	71fe7fb6158921bbb43b3524fb622657952f39eb9131a8c5baa4e370e527f478	343188	42820	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	section:set-7:part-7.transcript	d3fdb00ee37ddbd0732d2ce15bcf986c52279cc96f5bee0499069f4d6aeb75e0	784	131		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-7:part-8:academic-talk		legacy_unversioned	set-7	8	L-004	Listen to an Academic Talk	stimulus:set-7:part-8:audio	section:set-7:part-8		item:t7-l-at1;item:t7-l-at2;item:t7-l-at3;item:t7-l-at4;item:t7-l-at5	src/data/mocks/toefl-set-7.ts	section.audioUrl	/audio/toefl/set-7/academic-talk.mp3	public/audio/toefl/set-7/academic-talk.mp3	84d643612feecaf4dc2c04321aee24f992b03ad7e7f172c9818c5cbb4373c850	879430	109860	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	section:set-7:part-8.transcript	eb23a6da3e6e7cb23400eeb6be3ea2d3b5dfe8d9a3f4e38d05ca095828e5c9db	1624	280		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-7:part-12:repeat-1		legacy_unversioned	set-7	12	S-001	Listen and Repeat	stimulus:t7-s-rp1:audio	section:set-7:part-12	item:t7-s-rp1	item:t7-s-rp1	src/data/mocks/toefl-set-7.ts	question.audioUrl	/audio/toefl/set-7/repeat-1.mp3	public/audio/toefl/set-7/repeat-1.mp3	17a709492528b11463c16120e9e8c4c54bc8944e7c0211b8715f0ecd6fbcdfae	16762	2020	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t7-s-rp1.targetSentence	68f3b5c507ed7e2aab659cbbb55f394e314f14fe56668ca00929e4087c29e153	24	5		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-7:part-12:repeat-2		legacy_unversioned	set-7	12	S-001	Listen and Repeat	stimulus:t7-s-rp2:audio	section:set-7:part-12	item:t7-s-rp2	item:t7-s-rp2	src/data/mocks/toefl-set-7.ts	question.audioUrl	/audio/toefl/set-7/repeat-2.mp3	public/audio/toefl/set-7/repeat-2.mp3	bc3cf69ffaa6e7641d374fc952def13acba4db2bf639795f1c59e62f66d17d7d	21150	2580	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t7-s-rp2.targetSentence	6e7c0c645de0e4ae8514d024a033de4d1673e68dce10209e95e8af86f6091374	38	8		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-7:part-12:repeat-3		legacy_unversioned	set-7	12	S-001	Listen and Repeat	stimulus:t7-s-rp3:audio	section:set-7:part-12	item:t7-s-rp3	item:t7-s-rp3	src/data/mocks/toefl-set-7.ts	question.audioUrl	/audio/toefl/set-7/repeat-3.mp3	public/audio/toefl/set-7/repeat-3.mp3	14bc278ba085471ac9686e71a12523baa612d2e8dac7b86761dc55c2d81415ca	27629	3380	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t7-s-rp3.targetSentence	8c78ff7b0a66de8e69d7a8bf914a8c126f860f990ff54d2dcafb2b2c92f2f4f8	62	10		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-7:part-12:repeat-4		legacy_unversioned	set-7	12	S-001	Listen and Repeat	stimulus:t7-s-rp4:audio	section:set-7:part-12	item:t7-s-rp4	item:t7-s-rp4	src/data/mocks/toefl-set-7.ts	question.audioUrl	/audio/toefl/set-7/repeat-4.mp3	public/audio/toefl/set-7/repeat-4.mp3	072e4c6efe3e38a424134626df4236ff9f5ea787762309835cfdee356aaa5c32	34107	4181	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t7-s-rp4.targetSentence	257182102840f7802361cce78b982982c523e5237a5f622808c557a4db491e50	68	13		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-7:part-12:repeat-5		legacy_unversioned	set-7	12	S-001	Listen and Repeat	stimulus:t7-s-rp5:audio	section:set-7:part-12	item:t7-s-rp5	item:t7-s-rp5	src/data/mocks/toefl-set-7.ts	question.audioUrl	/audio/toefl/set-7/repeat-5.mp3	public/audio/toefl/set-7/repeat-5.mp3	7dfd9e556b0e34dbb511b7f78aa5e345dc5d0ab053e45f51f36241f222841e05	39123	4820	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t7-s-rp5.targetSentence	06659295e8add72ea853c991de4cadfcd016e7e84ba0deb2e76dafac78524311	96	15		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-8:part-5:listen-choose-1		legacy_unversioned	set-8	5	L-001	Listen and Choose a Response	stimulus:t8-l-cr1:audio	section:set-8:part-5	item:t8-l-cr1	item:t8-l-cr1	src/data/mocks/toefl-set-8.ts	question.audioUrl	/audio/toefl/set-8/listen-choose-1.mp3	public/audio/toefl/set-8/listen-choose-1.mp3	438e1243008910cfc0c991e377faf1227b436cf3be3c11622b0187556c821eb0	27002	3300	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-8:part-5:listen-choose-2		legacy_unversioned	set-8	5	L-001	Listen and Choose a Response	stimulus:t8-l-cr2:audio	section:set-8:part-5	item:t8-l-cr2	item:t8-l-cr2	src/data/mocks/toefl-set-8.ts	question.audioUrl	/audio/toefl/set-8/listen-choose-2.mp3	public/audio/toefl/set-8/listen-choose-2.mp3	9e95271fbaa442ea4db4a9ef59f7e480b0f59cea6233fc539db2fab87d0645c9	29510	3620	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-8:part-5:listen-choose-3		legacy_unversioned	set-8	5	L-001	Listen and Choose a Response	stimulus:t8-l-cr3:audio	section:set-8:part-5	item:t8-l-cr3	item:t8-l-cr3	src/data/mocks/toefl-set-8.ts	question.audioUrl	/audio/toefl/set-8/listen-choose-3.mp3	public/audio/toefl/set-8/listen-choose-3.mp3	1b3426b8ccadb44deabe9db7b35f2832c65f746dbd583447fa879f3edc3f4afb	27002	3300	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-8:part-5:listen-choose-4		legacy_unversioned	set-8	5	L-001	Listen and Choose a Response	stimulus:t8-l-cr4:audio	section:set-8:part-5	item:t8-l-cr4	item:t8-l-cr4	src/data/mocks/toefl-set-8.ts	question.audioUrl	/audio/toefl/set-8/listen-choose-4.mp3	public/audio/toefl/set-8/listen-choose-4.mp3	0d28fb1416af725a89e13f095d41fe8364835998aa740b7810321a5235ee04ac	35361	4340	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-8:part-5:listen-choose-5		legacy_unversioned	set-8	5	L-001	Listen and Choose a Response	stimulus:t8-l-cr5:audio	section:set-8:part-5	item:t8-l-cr5	item:t8-l-cr5	src/data/mocks/toefl-set-8.ts	question.audioUrl	/audio/toefl/set-8/listen-choose-5.mp3	public/audio/toefl/set-8/listen-choose-5.mp3	ea5e1656e95758095461293f152dec6ffd483c8385ad96a67523d48c7cae07cc	24494	2980	mp3	44100	1	mono	64000				missing_source_pending_T07						not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-8:part-6:conversation		legacy_unversioned	set-8	6	L-002	Listen to a Conversation	stimulus:set-8:part-6:audio	section:set-8:part-6		item:t8-l-cv1;item:t8-l-cv2;item:t8-l-cv3;item:t8-l-cv4	src/data/mocks/toefl-set-8.ts	section.audioUrl	/audio/toefl/set-8/conversation.mp3	public/audio/toefl/set-8/conversation.mp3	9a4cc0c22ead329118040dd396e86a4a41af184bbd0c70d6b0d6b8a27b1b5910	609428	76100	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	section:set-8:part-6.transcript	18bac0413d7bfdc9f3410163e5ff90c942a2bd34986e4d9715128da09e9ff8fc	1265	223		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-8:part-7:announcement		legacy_unversioned	set-8	7	L-003	Listen to an Announcement	stimulus:set-8:part-7:audio	section:set-8:part-7		item:t8-l-an1;item:t8-l-an2;item:t8-l-an3	src/data/mocks/toefl-set-8.ts	section.audioUrl	/audio/toefl/set-8/announcement.mp3	public/audio/toefl/set-8/announcement.mp3	0b836bdadd46735c1ff8acd88d8cec8384b25601a590b9a4d895df56cdbe4622	382267	47701	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	section:set-8:part-7.transcript	bf1a6d2022a3b9a0219c862e65d093a856b4068f3918421d5dcd532edf9ad0a3	782	130		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-8:part-8:academic-talk		legacy_unversioned	set-8	8	L-004	Listen to an Academic Talk	stimulus:set-8:part-8:audio	section:set-8:part-8		item:t8-l-at1;item:t8-l-at2;item:t8-l-at3;item:t8-l-at4;item:t8-l-at5	src/data/mocks/toefl-set-8.ts	section.audioUrl	/audio/toefl/set-8/academic-talk.mp3	public/audio/toefl/set-8/academic-talk.mp3	cc560276a6e1c7037b734d9148ccd501b61379a2f93961b86ef2a23836b2e3e6	903671	112900	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	section:set-8:part-8.transcript	6492a86e08ae5d674057cd351ccc007169dfdd7abca0df0909f32c4034d828a2	1668	268		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
asset:toefl:set-8:part-12:repeat-1		legacy_unversioned	set-8	12	S-001	Listen and Repeat	stimulus:t8-s-rp1:audio	section:set-8:part-12	item:t8-s-rp1	item:t8-s-rp1	src/data/mocks/toefl-set-8.ts	question.audioUrl	/audio/toefl/set-8/repeat-1.mp3	public/audio/toefl/set-8/repeat-1.mp3	0e9c2a89a95e368c9d2e527a1d1ca5047fbf0cb59e6a2c08ed9a6ed4ed042bb6	16135	1940	mp3	44100	1	mono	64000				not_adjudicated_pending_T07	object:t8-s-rp1.targetSentence	bfd78bc125eca61ab31dd78d2f134b33641366e9c9df621643367327c430f6fb	25	5		not_run_pending_T07		not_recorded	not_recorded	not_recorded	not_recorded	not_recorded	not_recorded_pending_rights_review	draft	legacy_unverified	inventoried_pending_T06	pending_T07	not_reviewed_pending_T08		pending_T06_T07_T08		not_assigned
