# audit_id	toefl-2026-editorial-audit
# audit_version	2026-08-09.v1
# classification_scope	editorial_initial_action_not_release_approval
# source_inventory	docs/toefl-2026-editorial-inventory-2026-08-09.tsv
# source_inventory_sha256	fbeb7d5d7580f12accc526266e11f46e598d7c1d4010c331b8323af96dbd69e6
# row_granularity	item_unit
# release_default	blocked_not_validated
# source_scope	src/data/mocks/toefl-set-{1..20}.ts
item_id	object_id	set_id	part	task_rule	task_type	source_type	reuse_class	primary_action	item_severity	finding_ids	renderer_status	audio_status	runtime_dependency	rights_status	editorial_status	expert_status	release_status	source_file	reviewer	reviewed_at
item:t6-r-cw1:blank-2	object:t6-r-cw1	set-6	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001;ED-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-cw1:blank-3	object:t6-r-cw1	set-6	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001;ED-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-cw1:blank-4	object:t6-r-cw1	set-6	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001;ED-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-cw1:blank-5	object:t6-r-cw1	set-6	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001;ED-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-cw1:blank-6	object:t6-r-cw1	set-6	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001;ED-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-cw2:blank-1	object:t6-r-cw2	set-6	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-cw2:blank-2	object:t6-r-cw2	set-6	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-cw2:blank-3	object:t6-r-cw2	set-6	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-cw2:blank-4	object:t6-r-cw2	set-6	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-cw2:blank-5	object:t6-r-cw2	set-6	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-cw2:blank-6	object:t6-r-cw2	set-6	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-dl1	object:t6-r-dl1	set-6	2	R-002	Read in Daily Life	mcq	A	conserve_editorial_candidate	none	GOV-001	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-dl2	object:t6-r-dl2	set-6	2	R-002	Read in Daily Life	mcq	B	repair_before_pilot	high	GOV-001;ED-002	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-dl3	object:t6-r-dl3	set-6	2	R-002	Read in Daily Life	mcq	B	repair_before_pilot	high	GOV-001;ED-002	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-dl4	object:t6-r-dl4	set-6	3	R-003	Read in Daily Life	mcq	B	repair_before_pilot	high	GOV-001;ED-002	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-dl5	object:t6-r-dl5	set-6	3	R-003	Read in Daily Life	mcq	A	conserve_editorial_candidate	none	GOV-001	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-ap1	object:t6-r-ap1	set-6	4	R-004	Read an Academic Passage	mcq	C	derive_or_segment_preserving_original	high	GOV-001;R003-001	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-ap2	object:t6-r-ap2	set-6	4	R-004	Read an Academic Passage	mcq	C	derive_or_segment_preserving_original	high	GOV-001;ED-002;R003-001	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-ap3	object:t6-r-ap3	set-6	4	R-004	Read an Academic Passage	mcq	C	derive_or_segment_preserving_original	high	GOV-001;ED-002;R003-001	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-ap4	object:t6-r-ap4	set-6	4	R-004	Read an Academic Passage	mcq	C	derive_or_segment_preserving_original	high	GOV-001;ED-002;R003-001	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-ap5	object:t6-r-ap5	set-6	4	R-004	Read an Academic Passage	mcq	C	derive_or_segment_preserving_original	high	GOV-001;ED-002;R003-001	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-r-ap6	object:t6-r-ap6	set-6	4	R-004	Read an Academic Passage	multiselect	C	derive_or_segment_preserving_original	critical	GOV-001;R003-001;R003-002	unhandled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-l-cr1	object:t6-l-cr1	set-6	5	R-005	Listen and Choose a Response	mcq	B	repair_before_pilot	high	GOV-001;ED-002;L001-001;L001-002;AUD-001	handled	pending_T06_T07_T08	T09/T14	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-l-cr2	object:t6-l-cr2	set-6	5	R-005	Listen and Choose a Response	mcq	B	repair_before_pilot	high	GOV-001;ED-002;L001-001;L001-002;AUD-001	handled	pending_T06_T07_T08	T09/T14	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-l-cr3	object:t6-l-cr3	set-6	5	R-005	Listen and Choose a Response	mcq	B	repair_before_pilot	high	GOV-001;ED-002;L001-001;L001-002;AUD-001	handled	pending_T06_T07_T08	T09/T14	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-l-cr4	object:t6-l-cr4	set-6	5	R-005	Listen and Choose a Response	mcq	B	repair_before_pilot	high	GOV-001;ED-002;L001-001;L001-002;AUD-001	handled	pending_T06_T07_T08	T09/T14	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-l-cr5	object:t6-l-cr5	set-6	5	R-005	Listen and Choose a Response	mcq	B	repair_before_pilot	high	GOV-001;ED-002;L001-001;L001-002;AUD-001	handled	pending_T06_T07_T08	T09/T14	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-l-cv1	object:t6-l-cv1	set-6	6	R-006	Listen to a Conversation	mcq	A	conserve_editorial_candidate	none	GOV-001;AUD-001	handled	pending_T06_T07_T08	T09/T15	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-l-cv2	object:t6-l-cv2	set-6	6	R-006	Listen to a Conversation	mcq	A	conserve_editorial_candidate	none	GOV-001;AUD-001	handled	pending_T06_T07_T08	T09/T15	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-l-cv3	object:t6-l-cv3	set-6	6	R-006	Listen to a Conversation	mcq	B	repair_before_pilot	high	GOV-001;ED-002;AUD-001	handled	pending_T06_T07_T08	T09/T15	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-l-cv4	object:t6-l-cv4	set-6	6	R-006	Listen to a Conversation	mcq	B	repair_before_pilot	high	GOV-001;ED-002;AUD-001	handled	pending_T06_T07_T08	T09/T15	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-l-an1	object:t6-l-an1	set-6	7	R-007	Listen to an Announcement	mcq	A	conserve_editorial_candidate	none	GOV-001;AUD-001	handled	pending_T06_T07_T08	T09/T15	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-l-an2	object:t6-l-an2	set-6	7	R-007	Listen to an Announcement	mcq	B	repair_before_pilot	high	GOV-001;ED-002;AUD-001	handled	pending_T06_T07_T08	T09/T15	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-l-an3	object:t6-l-an3	set-6	7	R-007	Listen to an Announcement	mcq	B	repair_before_pilot	high	GOV-001;ED-002;AUD-001	handled	pending_T06_T07_T08	T09/T15	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-l-at1	object:t6-l-at1	set-6	8	R-008	Listen to an Academic Talk	mcq	C	derive_or_segment_preserving_original	high	GOV-001;ED-002;AUD-001;L004-001	handled	pending_T06_T07_T08	T09/T15	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-l-at2	object:t6-l-at2	set-6	8	R-008	Listen to an Academic Talk	mcq	C	derive_or_segment_preserving_original	high	GOV-001;ED-002;AUD-001;L004-001	handled	pending_T06_T07_T08	T09/T15	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-l-at3	object:t6-l-at3	set-6	8	R-008	Listen to an Academic Talk	mcq	C	derive_or_segment_preserving_original	high	GOV-001;ED-002;AUD-001;L004-001	handled	pending_T06_T07_T08	T09/T15	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-l-at4	object:t6-l-at4	set-6	8	R-008	Listen to an Academic Talk	mcq	C	derive_or_segment_preserving_original	high	GOV-001;ED-002;AUD-001;L004-001	handled	pending_T06_T07_T08	T09/T15	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-l-at5	object:t6-l-at5	set-6	8	R-008	Listen to an Academic Talk	mcq	C	derive_or_segment_preserving_original	high	GOV-001;ED-002;AUD-001;L004-001	handled	pending_T06_T07_T08	T09/T15	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-w-bs1	object:t6-w-bs1	set-6	9	R-009	Build a Sentence	sentencebuild	B	repair_before_pilot	high	GOV-001;W001-001;W001-002;W001-003	handled	not_applicable	T09/T16	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-w-bs2	object:t6-w-bs2	set-6	9	R-009	Build a Sentence	sentencebuild	B	repair_before_pilot	high	GOV-001;W001-001;W001-002	handled	not_applicable	T09/T16	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-w-bs3	object:t6-w-bs3	set-6	9	R-009	Build a Sentence	sentencebuild	B	repair_before_pilot	high	GOV-001;W001-001;W001-002	handled	not_applicable	T09/T16	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-w-bs4	object:t6-w-bs4	set-6	9	R-009	Build a Sentence	sentencebuild	B	repair_before_pilot	high	GOV-001;W001-001;W001-002	handled	not_applicable	T09/T16	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-w-bs5	object:t6-w-bs5	set-6	9	R-009	Build a Sentence	sentencebuild	B	repair_before_pilot	high	GOV-001;W001-001;W001-002	handled	not_applicable	T09/T16	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-w-bs6	object:t6-w-bs6	set-6	9	R-009	Build a Sentence	sentencebuild	D	replace_item_preserving_history	critical	GOV-001;W001-001;W001-002;W001-004	handled	not_applicable	T09/T16	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-w-email	object:t6-w-email	set-6	10	R-010	Write an Email	write	B	repair_before_pilot	high	GOV-001;W002-001	handled	not_applicable	T10/T11/T17	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-w-disc	object:t6-w-disc	set-6	11	R-011	Write for an Academic Discussion	write	B	repair_before_pilot	high	GOV-001;W003-001	handled	not_applicable	T10/T11/T17	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-s-rp1	object:t6-s-rp1	set-6	12	R-012	Listen and Repeat	repeat	B	repair_before_pilot	critical	GOV-001;AUD-001;S001-001	handled	pending_T06_T07_T08	T10/T11/T18	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-s-rp2	object:t6-s-rp2	set-6	12	R-012	Listen and Repeat	repeat	B	repair_before_pilot	critical	GOV-001;AUD-001;S001-001	handled	pending_T06_T07_T08	T10/T11/T18	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-s-rp3	object:t6-s-rp3	set-6	12	R-012	Listen and Repeat	repeat	B	repair_before_pilot	critical	GOV-001;AUD-001;S001-001	handled	pending_T06_T07_T08	T10/T11/T18	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-s-rp4	object:t6-s-rp4	set-6	12	R-012	Listen and Repeat	repeat	B	repair_before_pilot	critical	GOV-001;AUD-001;S001-001	handled	pending_T06_T07_T08	T10/T11/T18	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-s-rp5	object:t6-s-rp5	set-6	12	R-012	Listen and Repeat	repeat	B	repair_before_pilot	critical	GOV-001;AUD-001;S001-001	handled	pending_T06_T07_T08	T10/T11/T18	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-s-iv1	object:t6-s-iv1	set-6	13	R-013	Take an Interview	speak	B	repair_before_pilot	high	GOV-001;S002-001;S002-002	handled	not_applicable	T10/T11/T19	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-s-iv2	object:t6-s-iv2	set-6	13	R-013	Take an Interview	speak	B	repair_before_pilot	high	GOV-001;S002-001;S002-002	handled	not_applicable	T10/T11/T19	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-s-iv3	object:t6-s-iv3	set-6	13	R-013	Take an Interview	speak	B	repair_before_pilot	high	GOV-001;S002-001;S002-002	handled	not_applicable	T10/T11/T19	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t6-s-iv4	object:t6-s-iv4	set-6	13	R-013	Take an Interview	speak	B	repair_before_pilot	high	GOV-001;S002-001;S002-002;REP-001	handled	not_applicable	T10/T11/T19	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-6.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-cw1:blank-1	object:t7-r-cw1	set-7	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-cw1:blank-2	object:t7-r-cw1	set-7	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-cw1:blank-3	object:t7-r-cw1	set-7	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-cw1:blank-4	object:t7-r-cw1	set-7	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-cw1:blank-5	object:t7-r-cw1	set-7	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-cw1:blank-6	object:t7-r-cw1	set-7	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-cw2:blank-1	object:t7-r-cw2	set-7	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-cw2:blank-2	object:t7-r-cw2	set-7	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-cw2:blank-3	object:t7-r-cw2	set-7	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-cw2:blank-4	object:t7-r-cw2	set-7	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-cw2:blank-5	object:t7-r-cw2	set-7	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-cw2:blank-6	object:t7-r-cw2	set-7	1	R-001	Complete the Words	wordcomplete_blank	B	repair_before_pilot	high	GOV-001;R001-001	handled	not_applicable	T09/T12	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-dl1	object:t7-r-dl1	set-7	2	R-002	Read in Daily Life	mcq	A	conserve_editorial_candidate	none	GOV-001	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-dl2	object:t7-r-dl2	set-7	2	R-002	Read in Daily Life	mcq	A	conserve_editorial_candidate	none	GOV-001	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-dl3	object:t7-r-dl3	set-7	2	R-002	Read in Daily Life	mcq	A	conserve_editorial_candidate	none	GOV-001	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-dl4	object:t7-r-dl4	set-7	3	R-003	Read in Daily Life	mcq	B	repair_before_pilot	high	GOV-001;ED-002	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-dl5	object:t7-r-dl5	set-7	3	R-003	Read in Daily Life	mcq	A	conserve_editorial_candidate	none	GOV-001	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-ap1	object:t7-r-ap1	set-7	4	R-004	Read an Academic Passage	mcq	C	derive_or_segment_preserving_original	high	GOV-001;ED-002;R003-001	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
item:t7-r-ap2	object:t7-r-ap2	set-7	4	R-004	Read an Academic Passage	mcq	C	derive_or_segment_preserving_original	high	GOV-001;ED-002;R003-001	handled	not_applicable	T09/T13	not_recorded_pending_rights_review	initial_audit_complete_with_findings	pending_independent_adjudication	blocked_not_validated	src/data/mocks/toefl-set-7.ts	Codex_initial_editorial_audit	2026-08-09
