# audit_id	toefl-2026-audio-linguistic-audit
# audit_version	2026-08-09.v1
# source_manifest	docs/toefl-2026-audio-manifest-2026-08-09.tsv
# source_manifest_sha256	4982abc724898d1b85b60f9605e981c25abcd390839ca9c80630a8c6b37d9913
# technical_audit	docs/toefl-2026-audio-technical-audit-2026-08-09.tsv
# technical_audit_sha256	21c15c0f8eaa63b17ab5d17f74e9aa8678da51ca00624bae6887ab922419653f
# source_fingerprint	50b3b8d7dd04826cf625052e7910b844c305894d43b2eae5fda01f881d3d512d
# audio_fingerprint	dab2fdb8340d2dc72df4d70923985bdfd876174a922d646a3795bb39a5619842
# asr_engine	openai-whisper
# asr_release	20250625
# asr_model	small
# asr_model_sha256	9ecf779972d90ba49c06d968637d720dd632c55bbf19d441fb42bf17a411e794
# asr_settings	language=en;task=transcribe;device=cpu;fp16=false;temperature=0;beam_size=5;condition_on_previous_text=false;word_timestamps=false;threads=4
# normalization	Whisper_EnglishTextNormalizer_plus_source_speaker_label_removal
# asr_output_fingerprint	11e9a1bbc787c8b434b15958969e81f71325a231c10df82957d44d4e1df79c0e
# asr_transcript_fingerprint	ff7a24687edbbccd7b26da98bbc00ffc36bd5a33026bbae69628955af8fc6242
# canonical_contract	ASR_is_detector_only_all_canonical_transcripts_pending_human_T08
# release_contract	all_assets_blocked_not_validated
asset_id	set_id	part	task_rule	task_type	path	audio_sha256	technical_status	source_candidate_kind	source_candidate_ref	source_candidate_sha256	source_candidate_text	asr_model	asr_model_release	asr_language	asr_transcript	asr_transcript_sha256	source_normalized_sha256	asr_normalized_sha256	reference_words	asr_words	gross_wpm_descriptive	wer	substitutions	deletions	insertions	diff_summary	avg_logprob	min_segment_logprob	max_no_speech_prob	max_compression_ratio	asr_confidence_status	critical_diff_status	novel_repetition_status	spoken_length_status	linguistic_near_duplicate_status	voice_role_status	accent_status	pronunciation_status	linked_question_ids	question_key_consistency_status	manual_exchange_finding_ids	reconciliation_status	canonical_transcript	canonical_transcript_status	stressed_syllable_status	linguistic_status	human_queue_reasons	human_queue_priority	human_queue_owner	human_review_scope	technical_reuse_class	linguistic_reuse_candidate	overall_reuse_status	release_status	reviewed_at	reviewer
asset:toefl:set-9:part-5:listen-choose-5	set-9	5	L-001	Listen and Choose a Response	public/audio/toefl/set-9/listen-choose-5.mp3	2136176874d26b6a5cbfe78c329d38b13918af79af81bb85dfcf8e1f0921cfdd	pass_automated_T06	missing				openai-whisper-small	20250625	en	How did your job interview go yesterday?	0a34b510035aa261d9f78c5039ef4342f4a68b3d20950e64871a7d44c97e58c4		09373057bd65d42387fdb8d81c718561328d170078e9a18b51f58a3f62a24656	0	7	162.791					no_source_candidate	-0.280556	-0.280556	0.002158	0.869565	pass_model_signal	none_detected	none_detected	stressed_syllable_count_pending_human	asset:toefl:set-7:part-5:listen-choose-5@1.000	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t9-l-cr5	semantically_keyed_but_unnatural_response_pending_repair	LING-EXCHANGE-001	asr_candidate_recovered_pending_human		pending_human_adjudication_T08	pending_human_T08	queued_human_T08	LING-SOURCE-001;LING-STRESS-001;LING-EXCHANGE-001;LING-DUP-001	P1	T08	100_percent_required_T08	A_technical_conserve_candidate	B_transcript_adjudication_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-9:part-6:conversation	set-9	6	L-002	Listen to a Conversation	public/audio/toefl/set-9/conversation.mp3	f61582f211187569cead0b8568429a7102a0608e36298441f8f8c7998cd106a8	pass_with_actionable_warning	section.transcript	section:set-9:part-6.transcript	06380fce27248ad3edc8db42aa030dbd59605a14847eaf8c99bc0342ccb8189e	MAN: Have you started thinking about where you'll live next year? The housing application is due soon.\n\nWOMAN: I have, actually. I'm torn between staying in the dorms and renting an apartment with friends off campus.\n\nMAN: What's making it hard to decide?\n\nWOMAN: Well, the dorms are convenient — I can walk to class in five minutes, meals are included, and I don't have to worry about bills. But they're kind of expensive, and honestly, they can be noisy when I'm trying to study.\n\nMAN: And the apartment?\n\nWOMAN: An apartment would be cheaper if I split it three ways, and it'd be quieter. But it's a twenty-minute bus ride from campus, and we'd have to cook for ourselves and deal with electricity and internet bills. Plus, if a roommate moves out, I'm stuck covering more of the rent.\n\nMAN: That's a real risk. Have you talked to the friends you'd live with?\n\nWOMAN: Not seriously yet. I think that's my next step — I need to know they're actually committed before I sign anything. A cheaper apartment isn't worth it if it falls apart halfway through the year.\n\nMAN: Smart. I'd definitely nail that down first.	openai-whisper-small	20250625	en	Have you started thinking about where you'll live next year? The housing application is due soon. I have, actually. I'm torn between staying in the dorms and renting an apartment with friends off campus. What's making it hard to decide? Well, the dorms are convenient. I can walk to class in five minutes, meals are included, and I don't have to worry about bills. But they're kind of expensive, and honestly, they can be noisy when I'm trying to study. And the apartment? An apartment would be cheaper if I split it three ways, and it'd be quieter. But it's a 20-minute bus ride from campus, and we'd have to cook for ourselves and deal with electricity and internet bills. Plus, if a roommate moves out, I'm stuck covering more of the rent. That's a real risk. Have you talked to the friends you'd live with? Not seriously yet. I think that's my next step. I need to know they're actually committed before I sign anything. A cheaper apartment isn't worth it if it falls apart half way through the year. Smart. I'd definitely nail that down first.	1632b8382be2703daa9a2cdb7412ecbd9cc4d026fd1d5b5a6a3d3a0c4e0d036b	0bec4461021224f117c3da1ef6ad79e2ea24876da0010a947b2b20a95d15bc68	f80d5cccfb70572bf2dfd472daa4706f523799dfd134b2d90af0266e0cd5a053	204	205	195.548	0.009804	1	0	1	I:half | S:halfway→way	-0.148161	-0.344948	0.032078	1.616438	pass_model_signal	none_detected	none_detected	exceeds_intermediate_35_100_word_reference	none_detected_at_0.88	source_multi_role_labels_diarization_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t9-l-cv1;t9-l-cv2;t9-l-cv3;t9-l-cv4	source_contract_preserved_subject_to_T08	none	source_minor_diff_supported_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	LING-DIFF-001;LING-LEN-001	P1	T08	100_percent_required_T08_T15	A_technical_conserve_candidate	C_linguistic_segment_or_reframe_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-9:part-7:announcement	set-9	7	L-003	Listen to an Announcement	public/audio/toefl/set-9/announcement.mp3	9f6a5f01f4d97ad4b1314b1c0dc2827f8ea78625d88ea5d9a6a079cc68202426	pass_automated_T06	section.transcript	section:set-9:part-7.transcript	5e441ff641547f67e0e570cf74f167f7504cc877ea3f460ed7c83cb740dd8079	Attention, please. This is an announcement for everyone attending today's career workshop. Because of a much larger turnout than expected, we are moving the workshop from Room 210 to the main auditorium on the ground floor. The larger space will let everyone have a seat and see the presentation clearly.\n\nThe start time remains the same — two p.m. — but please make your way to the auditorium now, as we'd like to begin promptly. Representatives from twelve companies are here today, and after the presentation there will be time to speak with them individually at tables set up along the back wall. If you brought copies of your résumé, have them ready. Thank you for your flexibility, and enjoy the workshop.	openai-whisper-small	20250625	en	Attention please, this is an announcement for everyone attending today's career workshop. Because of a much larger turnout than expected, we are moving the workshop from room 210 to the main auditorium on the ground floor. The larger space will let everyone have a seat and see the presentation clearly. The start time remains the same, 2pm, but please make your way to the auditorium now, as we'd like to begin promptly. some 12 companies are here today, and after the presentation there will be time to speak with them individually at tables set up along the back wall. If you brought copies of your resume, have them ready. Thank you for your flexibility and enjoy the workshop.	3324bf6e173d5dd537c88df4463dd164c6d888385138613d9095e7cd2d9f5014	69d4f396f477d2bc612f43b663439a73e707fd0fd3a55579eed629533bc85fe7	ce6c6aeb8185b2deab174099387b4d2c0b7f1231aaacca4f5dfe274edeabff60	123	121	178.906	0.03252	2	2	0	D:p | S:m→pm | D:representatives | S:from→some	-0.135337	-0.14913	0.010708	1.625483	pass_model_signal	critical_token_diff	none_detected	exceeds_intermediate_35_100_word_reference	none_detected_at_0.88	source_single_role_or_implicit_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t9-l-an1;t9-l-an2;t9-l-an3	source_contract_preserved_subject_to_T08	none	source_material_diff_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	LING-DIFF-001;LING-CRIT-001;LING-LEN-001	P1	T08	100_percent_required_T08_T15	A_technical_conserve_candidate	C_linguistic_segment_or_reframe_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-9:part-8:academic-talk	set-9	8	L-004	Listen to an Academic Talk	public/audio/toefl/set-9/academic-talk.mp3	190c48e7afd031f4200891f38777ad3a9fdea1342b0aebb693d90bd10ed76044	fail_actionable	section.transcript	section:set-9:part-8.transcript	e1b1808103ba6186950cd55ff5b16969d7e29c86f2731f5cdf80fb71d9f14155	PROFESSOR: Today let's talk about something you use every day without thinking about it: sleep. Specifically, I want to focus on why sleep seems to be so important for memory. For a long time, sleep was seen as basically downtime — the brain switching off. We now know that's completely wrong. During sleep, the brain is doing some of its most important work.\n\nResearchers have found that sleep plays a crucial role in a process called memory consolidation. During the day, you take in an enormous amount of information, and it's stored temporarily in a region of the brain called the hippocampus. Think of the hippocampus as a kind of inbox — fast to write to, but limited in space. During deep sleep, the brain appears to transfer important memories from this temporary store into the neocortex, where they can be stored more permanently. In effect, sleep is when the day's experiences get filed away for long-term keeping.\n\nThere's striking experimental support for this. In one type of study, participants learn a task — say, a sequence of finger movements or a list of word pairs — and are then tested either after a night of sleep or after an equal period of being awake during the day. Consistently, the groups that slept perform better. It's not just that they're more rested; the sleeping brain has actively strengthened the memory.\n\nDreaming may play a role too, particularly during a stage called REM sleep. Some researchers think the brain replays and reorganizes experiences during REM, which may help with learning and even with creative problem-solving. That's why the advice to "sleep on it" before making a decision has some real science behind it. The practical takeaway is simple but often ignored: pulling an all-nighter before an exam is one of the worst things you can do, because you're sacrificing the very process that would cement what you studied.	openai-whisper-small	20250625	en	Today let's talk about something you use every day without thinking about it. Sleep. Specifically, I want to focus on why sleep seems to be so important for memory. For a long time, sleep was seen as basically downtime, the brain switching off. We now know that's completely wrong. During sleep, the brain is doing some of its most important work. Researchers have found that sleep plays a crucial role in a process called memory consolidation. During the day, you take in an enormous amount of information, and it's stored temporarily in a region of the brain called the hippocampus. Think of the hippocampus as a kind of inbox, fast to write to, but limited in space. During deep sleep, the brain appears to transfer important memories from this temporary store into the neocortex, where they can be stored more permanently. In effect, sleep is when the day's experiences get filed away for long-term keeping. There's striking experimental support for this. In one type of study, participants learn a task, say, a sequence of finger movements or a list of word pairs, and are then tested either after a night of sleep or after an equal period of being awake during the day. Consistently, the groups that slept perform better. It's not just that they're more rested, the sleeping brain has actively strengthened the memory. Dreaming may play a role too, particularly during a stage called RM Sleep. Some researchers think the brain replays and reorganizes experiences during REM, which may help with learning and even with creative problem-solving. That's why the advice to sleep on it before making a decision has some real science behind it. Practical takeaway is simple but often ignored. Pulling an all-nighter before an exam is one of the worst things you can do, because you're sacrificing the very process that would cement what you studied.	cd2f95784195bccecf41eff760046008e3987b5529600f45fc48cdb3c925b33e	ff5460feffd6163db6e105bb29748ea3cb4b546558ded6c4b060f0fee0734b61	6150c7740dbde0cbc2a71ba3cc88ccd449e864622b5a1954a2a7ac9f2ad985b9	324	323	158.307	0.006173	1	1	0	S:rem→rm | D:the	-0.118249	-0.169043	0.057872	1.650558	pass_model_signal	critical_token_diff	none_detected	exceeds_extended_250_word_reference	none_detected_at_0.88	source_single_role_or_implicit_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t9-l-at1;t9-l-at2;t9-l-at3;t9-l-at4;t9-l-at5	source_contract_preserved_subject_to_T08	none	source_material_diff_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	LING-DIFF-001;LING-CRIT-001;TECH-T06-FAIL;LING-LEN-002	P1	T08	100_percent_required_T08_T15	B_technical_repair_candidate	C_linguistic_segment_or_reframe_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-9:part-12:repeat-1	set-9	12	S-001	Listen and Repeat	public/audio/toefl/set-9/repeat-1.mp3	a40774cef4ca0490b3d11aae4c0cd5fade3f54eead61e48abda228bb12d596fc	fail_actionable	targetSentence	object:t9-s-rp1.targetSentence	fe187e6d4c9f0680edf18cb5167589e46540974308683191d90bfee01e256aac	The library is on the left.	openai-whisper-small	20250625	en	The library is on the left.	fe187e6d4c9f0680edf18cb5167589e46540974308683191d90bfee01e256aac	b2a1792b96d6965ab54043ffaeb2aaf4ac9e79a84aed13e95558811ef1168ff8	b2a1792b96d6965ab54043ffaeb2aaf4ac9e79a84aed13e95558811ef1168ff8	6	6	165.138	0	0	0	0	none	-0.304174	-0.304174	0.0079	0.818182	pass_model_signal	none_detected	none_detected	within_applicable_word_reference_or_not_applicable	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t9-s-rp1	source_contract_preserved_subject_to_T08	none	source_exact_normalized_supported_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	TECH-T06-FAIL	P2	T08	100_percent_required_T08	B_technical_repair_candidate	A_linguistic_conserve_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-9:part-12:repeat-2	set-9	12	S-001	Listen and Repeat	public/audio/toefl/set-9/repeat-2.mp3	2cfee74a4c6823a40840a91b79d1422a40c65a1346d91c1424f89f90b5dcdb49	pass_automated_T06	targetSentence	object:t9-s-rp2.targetSentence	e017438bdf63034f1375aff14fe7a2ece1de81feda34b80c8e9a3783c00b37ea	They planted a garden behind the house.	openai-whisper-small	20250625	en	They planted a garden behind the house.	e017438bdf63034f1375aff14fe7a2ece1de81feda34b80c8e9a3783c00b37ea	e7124f069fab062244fe9c321061e2861d483d762e16486d791f51220517b1a9	e7124f069fab062244fe9c321061e2861d483d762e16486d791f51220517b1a9	7	7	157.895	0	0	0	0	none	-0.296354	-0.296354	0.005584	0.829787	pass_model_signal	none_detected	none_detected	within_applicable_word_reference_or_not_applicable	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t9-s-rp2	source_contract_preserved_subject_to_T08	none	source_exact_normalized_supported_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	stratified_human_confirmation	P3	T08	stratified_sample_T08	A_technical_conserve_candidate	A_linguistic_conserve_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-9:part-12:repeat-3	set-9	12	S-001	Listen and Repeat	public/audio/toefl/set-9/repeat-3.mp3	e006ab8ddb483d06cf8be4f367e858e96c2ab0d032b47e7611bed0e9e4314ef0	pass_automated_T06	targetSentence	object:t9-s-rp3.targetSentence	80e446cd308ab95c05475ff495cd995b5bcbc0f70d24deb99475366c44bd5276	The report was finished a day before the deadline.	openai-whisper-small	20250625	en	The report was finished a day before the deadline.	80e446cd308ab95c05475ff495cd995b5bcbc0f70d24deb99475366c44bd5276	cafdbc41824a31b8ab39326efcd8b6c1340e5a64d95eb2045351898434a0cacb	cafdbc41824a31b8ab39326efcd8b6c1340e5a64d95eb2045351898434a0cacb	9	9	163.636	0	0	0	0	none	-0.249457	-0.249457	0.003238	0.877193	pass_model_signal	none_detected	none_detected	within_applicable_word_reference_or_not_applicable	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t9-s-rp3	source_contract_preserved_subject_to_T08	none	source_exact_normalized_supported_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	stratified_human_confirmation	P3	T08	stratified_sample_T08	A_technical_conserve_candidate	A_linguistic_conserve_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-9:part-12:repeat-4	set-9	12	S-001	Listen and Repeat	public/audio/toefl/set-9/repeat-4.mp3	b48058e9b94a69b1866cc406ae736afd7266cf0995287d2ae345d22d07513773	fail_actionable	targetSentence	object:t9-s-rp4.targetSentence	d71c226781ea36a752e4eaa4e56ae64c2653b18f58cdbc9fc587c0438dd2c78f	The manager explained that the new policy would take effect next month.	openai-whisper-small	20250625	en	The manager explained that the new policy would take effect next month.	d71c226781ea36a752e4eaa4e56ae64c2653b18f58cdbc9fc587c0438dd2c78f	2401bce30603e757e6c3b3d5efcc4458444fca032687d7f0ec37db85bdc12bb7	2401bce30603e757e6c3b3d5efcc4458444fca032687d7f0ec37db85bdc12bb7	12	12	154.506	0	0	0	0	none	-0.18717	-0.18717	0.001373	1	pass_model_signal	none_detected	none_detected	within_applicable_word_reference_or_not_applicable	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t9-s-rp4	source_contract_preserved_subject_to_T08	none	source_exact_normalized_supported_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	TECH-T06-FAIL	P2	T08	100_percent_required_T08	B_technical_repair_candidate	A_linguistic_conserve_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-9:part-12:repeat-5	set-9	12	S-001	Listen and Repeat	public/audio/toefl/set-9/repeat-5.mp3	e58acc97a260258543d78587ac03520d25fc334a821b3ae669fb1ec5ab0a3237	pass_with_actionable_warning	targetSentence	object:t9-s-rp5.targetSentence	58f5375b51571baec29ca9a5eb60270efc78748151446fc658064d4f1e8e1ba9	After the researchers had analyzed the data, they published their conclusions in a leading journal.	openai-whisper-small	20250625	en	After the researchers had analyzed the data, they published their conclusions in a leading journal.	58f5375b51571baec29ca9a5eb60270efc78748151446fc658064d4f1e8e1ba9	c5726fdb624cd208d1a0d4e5d9670a2e8fb3b9fdb4dac3e326e3f994865da92c	c5726fdb624cd208d1a0d4e5d9670a2e8fb3b9fdb4dac3e326e3f994865da92c	15	15	177.866	0	0	0	0	none	-0.20439	-0.20439	0.001527	1.137931	pass_model_signal	none_detected	none_detected	within_applicable_word_reference_or_not_applicable	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t9-s-rp5	source_contract_preserved_subject_to_T08	none	source_exact_normalized_supported_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	stratified_human_confirmation	P3	T08	stratified_sample_T08	A_technical_conserve_candidate	A_linguistic_conserve_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-10:part-5:listen-choose-1	set-10	5	L-001	Listen and Choose a Response	public/audio/toefl/set-10/listen-choose-1.mp3	a8e0700f3dba469bee7bb09bbf87072d8d2301f5e9ada61fc1cff3c1bfa05280	pass_automated_T06	missing				openai-whisper-small	20250625	en	Excuse me, do you know where the biology lab is?	00da6868055646d4404899d8ceeb8d8b4ce5a21e04580195629eb5e78715ffe4		644468137f4fc6e015968d01a4873e7aea44dff8733e88936c8cb18703b09520	0	10	177.515					no_source_candidate	-0.263394	-0.263394	0.005032	0.857143	pass_model_signal	none_detected	none_detected	stressed_syllable_count_pending_human	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t10-l-cr1	manual_exchange_review_pass_pending_T08	none	asr_candidate_recovered_pending_human		pending_human_adjudication_T08	pending_human_T08	queued_human_T08	LING-SOURCE-001;LING-STRESS-001	P1	T08	100_percent_required_T08	A_technical_conserve_candidate	B_transcript_adjudication_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-10:part-5:listen-choose-2	set-10	5	L-001	Listen and Choose a Response	public/audio/toefl/set-10/listen-choose-2.mp3	b958fa3eb12daafa1835560f788b323c941b892c512b7343ec41d2eb131f0bbe	pass_automated_T06	missing				openai-whisper-small	20250625	en	Could you take a look at my essay before I hand it in?	bacfd05cb15d2f00a87e9fb9b397a6acff6eaad6156c9ce3fba2ec7a1e007241		0745da218fa463dc80a98b7f00bf1c5233dcf060f7d128b7171db9a9255a7191	0	13	236.364					no_source_candidate	-0.186479	-0.186479	0.009748	0.885246	pass_model_signal	none_detected	none_detected	stressed_syllable_count_pending_human	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t10-l-cr2	manual_exchange_review_pass_pending_T08	none	asr_candidate_recovered_pending_human		pending_human_adjudication_T08	pending_human_T08	queued_human_T08	LING-SOURCE-001;LING-STRESS-001	P1	T08	100_percent_required_T08	A_technical_conserve_candidate	B_transcript_adjudication_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-10:part-5:listen-choose-3	set-10	5	L-001	Listen and Choose a Response	public/audio/toefl/set-10/listen-choose-3.mp3	e2a05243f6357d61d1c36e6110f21a81ecf661faf48549b4a999d0c6827f0fcc	pass_with_actionable_warning	missing				openai-whisper-small	20250625	en	Do you know where I can renew my parking permit?	949e04038cb7aa31f7ba290408bff58cd89ac18b782a99e0baf17c5fdf4786cf		5d8b42641768ac2a3673cfbf88f55ecc9f4695361d73e38068bd83509450e0d1	0	10	212.766					no_source_candidate	-0.251652	-0.251652	0.007431	0.857143	pass_model_signal	none_detected	none_detected	stressed_syllable_count_pending_human	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t10-l-cr3	manual_exchange_review_pass_pending_T08	none	asr_candidate_recovered_pending_human		pending_human_adjudication_T08	pending_human_T08	queued_human_T08	LING-SOURCE-001;LING-STRESS-001	P1	T08	100_percent_required_T08	A_technical_conserve_candidate	B_transcript_adjudication_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-10:part-5:listen-choose-4	set-10	5	L-001	Listen and Choose a Response	public/audio/toefl/set-10/listen-choose-4.mp3	7ec55b3e4b164f3097002ebf95f371130f1dbd6d62479b5cac5aa9d18fc4565e	fail_actionable	missing				openai-whisper-small	20250625	en	I'm really sorry, but I don't think I can make it to our meeting tomorrow.	f86b3031a9e758ac9d4491ec05bf4daa837b6f1de99818d97e44fddb136834ad		7932cf2a3ca96d7bcc784d8d55e7e4c58cf7cd0a7f3d3c4c90fe4790aecf5914	0	17	226.667					no_source_candidate	-0.16612	-0.16612	0.008167	0.986667	pass_model_signal	none_detected	none_detected	stressed_syllable_count_pending_human	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t10-l-cr4	manual_exchange_review_pass_pending_T08	none	asr_candidate_recovered_pending_human		pending_human_adjudication_T08	pending_human_T08	queued_human_T08	LING-SOURCE-001;TECH-T06-FAIL;LING-STRESS-001	P1	T08	100_percent_required_T08	B_technical_repair_candidate	B_transcript_adjudication_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-10:part-5:listen-choose-5	set-10	5	L-001	Listen and Choose a Response	public/audio/toefl/set-10/listen-choose-5.mp3	775bf6509a800ab50b5928fc1ffc00fb5e1f3dd341729edaf6d8713220ff3d8b	pass_automated_T06	missing				openai-whisper-small	20250625	en	So, did you hear back about that job you interviewed for?	ab763bf0f6ef7b8f5a43c9b558989ae86a156140b353fe88e09e896e6c814a1e		f5dc4b71b763f1ec76c157420d5fc57db019d0953315a1ff2eb9d18bb265a88a	0	11	204.969					no_source_candidate	-0.225153	-0.225153	0.009147	0.919355	pass_model_signal	none_detected	none_detected	stressed_syllable_count_pending_human	none_detected_at_0.88	voice_identity_not_recorded_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t10-l-cr5	manual_exchange_review_pass_pending_T08	none	asr_candidate_recovered_pending_human		pending_human_adjudication_T08	pending_human_T08	queued_human_T08	LING-SOURCE-001;LING-STRESS-001	P1	T08	100_percent_required_T08	A_technical_conserve_candidate	B_transcript_adjudication_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
asset:toefl:set-10:part-6:conversation	set-10	6	L-002	Listen to a Conversation	public/audio/toefl/set-10/conversation.mp3	757291ae8e83e27d686ec5324538208a9728e45ba35a85b22346d8de88df9e2f	pass_automated_T06	section.transcript	section:set-10:part-6.transcript	cfe93372d3b733b7a43262c019fe11307cc8e5d3b6724e4f2db33e6a9edeecfb	STUDENT: Hi, thanks for seeing me. I'm a second-year biology major, but lately I've been wondering if I should switch to environmental science.\n\nADVISOR: That's a big decision. What's drawing you toward environmental science?\n\nSTUDENT: Honestly, I love my biology classes, but I keep feeling like I want to work on real-world problems — climate, conservation, that kind of thing. Environmental science seems more focused on that.\n\nADVISOR: That's a good instinct to explore. Before you switch, though, let me point something out. A lot of the biology courses you've already taken would count toward an environmental science degree — ecology, chemistry, statistics. So switching now probably wouldn't set you back much.\n\nSTUDENT: Oh, that's reassuring. I was worried I'd lose a whole year.\n\nADVISOR: You likely wouldn't. But here's my advice: before you make it official, take one environmental science elective next semester. That way you can test whether the actual coursework matches what you're imagining. Sometimes a field sounds perfect until you're in the classroom.\n\nSTUDENT: That makes a lot of sense. I'd rather try one course than commit blindly.\n\nADVISOR: Exactly. Take the elective, see how it feels, and come back and talk to me at the end of the semester. Then we'll decide together.	openai-whisper-small	20250625	en	Hi, thanks for seeing me. I'm a second year biology major, but lately I've been wondering if I should switch to environmental science. That's a big decision. What's drawing you toward environmental science? Honestly, I love my biology classes, but I keep feeling like I want to work on real-world problems, climate, conservation, that kind of thing. Environmental science seems more focused on that. That's a good instinct to explore. Before you switch though, let me point something out. A lot of the biology courses you've already taken would count toward an environmental science degree. Ecology, chemistry, statistics. So switching now probably wouldn't set you back much. Oh, that's reassuring. I was worried I'd lose a whole year. You likely wouldn't. But here's my advice. Before you make it official, take one environmental science elective next semester. That way you can test whether the actual coursework matches what you're imagining. Sometimes a field sounds perfect until you're in the classroom. That makes a lot of sense. I'd rather try one course than commit blindly. Exactly. Take the elective, see how it feels, and come back and talk to me at the end of the semester. Then we'll decide together.	4af27a49eb0b3ebabfb32106ba0bc7a60eb83378c3e876b2d710e0437d64d806	1233c8ba1fb21c53a4e258c11983cb24414d1828d17c1380915add9757d2a96c	1233c8ba1fb21c53a4e258c11983cb24414d1828d17c1380915add9757d2a96c	215	215	171.178	0	0	0	0	none	-0.147805	-0.170608	0.230934	1.659794	pass_model_signal	none_detected	none_detected	exceeds_intermediate_35_100_word_reference	none_detected_at_0.88	source_multi_role_labels_diarization_pending_T08	not_inferable_from_ASR_pending_T08	ASR_detector_only_pending_T08	t10-l-cv1;t10-l-cv2;t10-l-cv3;t10-l-cv4	source_contract_preserved_subject_to_T08	none	source_exact_normalized_supported_pending_human		pending_human_adjudication_T08	not_applicable	queued_human_T08	LING-LEN-001	P1	T08	100_percent_required_T08_T15	A_technical_conserve_candidate	C_linguistic_segment_or_reframe_candidate	pending_T08	blocked_not_validated	2026-08-09	Codex_ASR_detector_not_human_adjudicator
