# audit_id	toefl-2026-audio-technical-audit
# audit_version	2026-08-09.v1
# source_manifest	docs/toefl-2026-audio-manifest-2026-08-09.tsv
# source_manifest_sha256	4982abc724898d1b85b60f9605e981c25abcd390839ca9c80630a8c6b37d9913
# audio_fingerprint	dab2fdb8340d2dc72df4d70923985bdfd876174a922d646a3795bb39a5619842
# measurement_tool	FFmpeg_FFprobe_8.1.1
# loudness_contract	internal_-16_LUFS_plus_minus_2.5_not_ETS_requirement
# true_peak_contract	fail_above_0_dBTP_warn_above_minus_1_dBTP
# silence_contract	fail_leading_over_350ms_or_trailing_over_600ms_warn_internal_over_1600ms
# duplicate_contract	unique_MP3_and_PCM_hash_plus_wave_corr_over_0.98_and_envelope_corr_over_0.995
# duplicate_scan_top_pair	asset:toefl:set-5:part-5:listen-choose-3;asset:toefl:set-11:part-5:listen-choose-2
# duplicate_scan_top_wave_corr	0.18783
# duplicate_scan_top_envelope_corr	0.96785
# browser_contract	260_of_260_Chromium_AudioContext_decode_and_muted_HTMLAudio_playback_pass
# reuse_contract	technical_class_only_overall_class_pending_T07_T08
asset_id	set_id	part	task_rule	task_type	path	manifest_sha256	measured_sha256	manifest_bytes	measured_bytes	manifest_duration_ms	measured_duration_ms	codec	sample_rate_hz	channels	channel_layout	bitrate_bps	metadata_status	decode_status	decoder_warning	pcm_sha256	sample_count	sample_peak_dbfs	clipped_sample_count	dc_offset_dbfs	max_sample_delta_dbfs	integrated_lufs	loudness_range_lu	true_peak_dbtp	leading_silence_ms	trailing_silence_ms	max_internal_silence_ms	short_audible_fragment_count	hard_ending_status	near_duplicate_status	browser_status	fail_findings	warning_findings	technical_status	technical_reuse_class	action	owner	overall_reuse_status	release_status	reviewed_at	reviewer
asset:toefl:set-5:part-12:repeat-3	set-5	12	S-001	Listen and Repeat	public/audio/toefl/set-5/repeat-3.mp3	14c980f7264a095a6bb41643bcd503acce1214c34126671efc7bfcd8cd39fd8f	14c980f7264a095a6bb41643bcd503acce1214c34126671efc7bfcd8cd39fd8f	30764	30764	3780	3780	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	f5e5dc054e5f6bd0614e4302fef08f85f2c307f2faa7b8dd8908e3da52830bc3	166698	-1.657	0	-64.044	-17.895	-15.53	2.3	-1.65	40	710	210	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	TECH-SIL-002	none	fail_actionable	B_technical_repair_candidate	review_edges_create_versioned_trim_variant	T20_T21_T22	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-5:part-12:repeat-4	set-5	12	S-001	Listen and Repeat	public/audio/toefl/set-5/repeat-4.mp3	b16e6459cb2a1b12ba9da80a2e9039bdb7694ce298750cd14aeec0b61811dff0	b16e6459cb2a1b12ba9da80a2e9039bdb7694ce298750cd14aeec0b61811dff0	35988	35988	4420	4420	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	1a0020fdf0f1fce75c6edcd196c74f0481367b046d5f3a5dbd24bd73a4719bab	194922	-1.757	0	-64.308	-19.298	-14.55	1	-1.75	120	500	50	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-5:part-12:repeat-5	set-5	12	S-001	Listen and Repeat	public/audio/toefl/set-5/repeat-5.mp3	40eb6a26ce32cecd1c61005fc1a74c6344974ea7895a055013b5f13999b26200	40eb6a26ce32cecd1c61005fc1a74c6344974ea7895a055013b5f13999b26200	41630	41630	5140	5140	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	39b9ca373fc726d9ed3a443ae03849859133b725bdf43a7bd02731ff688a948f	226674	0	5	-60.355	-15.475	-14.42	0.4	0.29	0	500	100	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	TECH-PEAK-002;TECH-PEAK-001	none	fail_actionable	B_technical_repair_candidate	review_peak_create_versioned_limited_variant	T20_T21_T22	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-6:part-5:listen-choose-1	set-6	5	L-001	Listen and Choose a Response	public/audio/toefl/set-6/listen-choose-1.mp3	e704a8e5bcd011735bf595b5f6979fe260a260c08e7daebe978a88e332c1016a	e704a8e5bcd011735bf595b5f6979fe260a260c08e7daebe978a88e332c1016a	29510	29510	3620	3620	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	dd8cd596439f1b67b4e2630d286253f5780d3dd6b01d6297c656826c18e4bc7e	159642	-1.928	0	-67.743	-10.895	-15.29	1.4	-1.93	0	540	50	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-6:part-5:listen-choose-2	set-6	5	L-001	Listen and Choose a Response	public/audio/toefl/set-6/listen-choose-2.mp3	d34b7121cef26b47d239217d99d89740e33b68d5114f8bae83b651376a292558	d34b7121cef26b47d239217d99d89740e33b68d5114f8bae83b651376a292558	22404	22404	2740	2740	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	ca3b57ecde7f73c5e596c1c96610c160241250aa68172445199de4d074c17b67	120834	-1.84	0	-62.539	-17.904	-14.08	0	-1.82	0	520	100	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-6:part-5:listen-choose-3	set-6	5	L-001	Listen and Choose a Response	public/audio/toefl/set-6/listen-choose-3.mp3	8d501527ab6be76f1a6631e2aae9c71f685cc379a3c4aa846a8250d3619eb0a2	8d501527ab6be76f1a6631e2aae9c71f685cc379a3c4aa846a8250d3619eb0a2	22404	22404	2740	2740	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	b55f96aa0b1138725cec61672e5b813d62d3777a218251cf5163addc5c0bdc1d	120834	-2.67	0	-66.485	-18.051	-14.87	0	-2.67	0	500	20	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-6:part-5:listen-choose-4	set-6	5	L-001	Listen and Choose a Response	public/audio/toefl/set-6/listen-choose-4.mp3	b5e76030f0a34d2138230a3d2c3453de13cc8ed5de8ae1bf04b32467c2be3826	b5e76030f0a34d2138230a3d2c3453de13cc8ed5de8ae1bf04b32467c2be3826	22404	22404	2740	2740	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	05b8f4213a816b0f27268d2d0711e9e56aab079c9df681d0f2b11ed4984c0c84	120834	-1.981	0	-59.459	-15.633	-12.86	0	-1.94	80	500	30	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	TECH-LDN-002	none	fail_actionable	B_technical_repair_candidate	measure_gain_create_versioned_normalized_variant	T20_T21_T22	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-6:part-5:listen-choose-5	set-6	5	L-001	Listen and Choose a Response	public/audio/toefl/set-6/listen-choose-5.mp3	4f6df4a9da59d25db06deda5c25b97c75ead26f788b01583495567e61ab35aac	4f6df4a9da59d25db06deda5c25b97c75ead26f788b01583495567e61ab35aac	18016	18016	2180	2180	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	20e573d1b20017f7dc452c79095ddb132ee41885bc4456ee42e9207bd70697fe	96138	-2.197	0	-69.72	-16.338	-14.18	0	-2.2	30	530	10	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-6:part-6:conversation	set-6	6	L-002	Listen to a Conversation	public/audio/toefl/set-6/conversation.mp3	01a0ed0a7a5b97ea6e6ab58dd004f2e2582e10333e028174fb5f6d7b125e9038	01a0ed0a7a5b97ea6e6ab58dd004f2e2582e10333e028174fb5f6d7b125e9038	581634	581634	72640	72640	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	395a04db94374279fc3abc1504ca5a9c0ba2ad3a5ab0952b68315d22e8b0362d	3203424	-0.919	0	-71.566	-12.334	-16.81	5.5	-0.92	30	550	570	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	TECH-PEAK-003	pass_with_actionable_warning	A_technical_conserve_candidate	review_warning_in_T08_before_conserve	T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-6:part-7:announcement	set-6	7	L-003	Listen to an Announcement	public/audio/toefl/set-6/announcement.mp3	6b980c483841cfe1e5b9a15bc82df4d1b346bc246d943e51a4c058576122811f	6b980c483841cfe1e5b9a15bc82df4d1b346bc246d943e51a4c058576122811f	331694	331694	41380	41380	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	1a0a7cf030d58592a7b6a9850dd9fb257dd67aba13e010863fba505c5d5a60d2	1824858	-1.582	0	-66.794	-12.931	-15.48	2.3	-1.58	10	500	310	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-6:part-8:academic-talk	set-6	8	L-004	Listen to an Academic Talk	public/audio/toefl/set-6/academic-talk.mp3	201d6ce28bc9dcebcbd83e753863c4512fc3aeca42fe86b3cbfcd4117cbaf203	201d6ce28bc9dcebcbd83e753863c4512fc3aeca42fe86b3cbfcd4117cbaf203	1052883	1052883	131540	131540	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	b2c0f6b747123a7a8ed43b7e22d553c6dda4a794a054653b0baa747f3bab97c8	5800914	-1.286	0	-68.743	-14.02	-18.56	3	-1.28	30	580	870	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	TECH-LDN-002	none	fail_actionable	B_technical_repair_candidate	measure_gain_create_versioned_normalized_variant	T20_T21_T22	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-6:part-12:repeat-1	set-6	12	S-001	Listen and Repeat	public/audio/toefl/set-6/repeat-1.mp3	39d848e5118fde285e8629691447293e60c5e2899ffec1d3a47b2a663370e981	39d848e5118fde285e8629691447293e60c5e2899ffec1d3a47b2a663370e981	16762	16762	2020	2020	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	71a36752249cab1c1e350cf4b26f74e54e25068621f94151dba0f1d20edd6e17	89082	-1.846	0	-62.293	-16.857	-14.36	0	-1.85	100	500	50	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-6:part-12:repeat-2	set-6	12	S-001	Listen and Repeat	public/audio/toefl/set-6/repeat-2.mp3	9a4f465ff022b68848cb9d1b9cb856946b1b4fefe8fa30ff22aa05d7d8fab7ef	9a4f465ff022b68848cb9d1b9cb856946b1b4fefe8fa30ff22aa05d7d8fab7ef	23031	23031	2820	2820	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	539744e622c8eaa1c888cd076293ceef210b45b1e31d23edd831e6e3bedf53ea	124362	-1.151	0	-63.235	-17.025	-12.89	0	-1.11	50	500	50	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	TECH-LDN-002	none	fail_actionable	B_technical_repair_candidate	measure_gain_create_versioned_normalized_variant	T20_T21_T22	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-6:part-12:repeat-3	set-6	12	S-001	Listen and Repeat	public/audio/toefl/set-6/repeat-3.mp3	7f5454c21741fbafdef8267e3a35b239229c20311943d17ac7301ede4cd13e79	7f5454c21741fbafdef8267e3a35b239229c20311943d17ac7301ede4cd13e79	30764	30764	3780	3780	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	cd6ce73bb14ee1a254f1527f1194577b70fc2f1314a2e5dd90340c5e3782a5aa	166698	-1.271	0	-64.268	-17.487	-14.79	1.7	-1.27	150	510	40	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-6:part-12:repeat-4	set-6	12	S-001	Listen and Repeat	public/audio/toefl/set-6/repeat-4.mp3	bc54c2439238b6e454b1d25bb4cf7e76e9c9a4676468218e6cc48839c39f2106	bc54c2439238b6e454b1d25bb4cf7e76e9c9a4676468218e6cc48839c39f2106	35361	35361	4340	4340	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	9d175864af000115f2b66c38144a916dc42a518d91900d9f222c4002185b3c8e	191394	-1.7	0	-64.784	-17.716	-14.76	2.3	-1.69	120	710	40	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	TECH-SIL-002	none	fail_actionable	B_technical_repair_candidate	review_edges_create_versioned_trim_variant	T20_T21_T22	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-6:part-12:repeat-5	set-6	12	S-001	Listen and Repeat	public/audio/toefl/set-6/repeat-5.mp3	2b1642005390dcb937f1c3de76155da8f93c48890538eb6508046968c66773e6	2b1642005390dcb937f1c3de76155da8f93c48890538eb6508046968c66773e6	44974	44974	5540	5540	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	52d4fa0c2dac4ab8ab61145e2ea742c91f1983005efb40d4b6c263e71ea04425	244314	-1.499	0	-67.175	-18.411	-15.29	2.6	-1.5	110	520	260	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-7:part-5:listen-choose-1	set-7	5	L-001	Listen and Choose a Response	public/audio/toefl/set-7/listen-choose-1.mp3	e2a75b24dee975b76a2ea061a4bc3401dc73a4709ffb6702f4e4f74beacfd947	e2a75b24dee975b76a2ea061a4bc3401dc73a4709ffb6702f4e4f74beacfd947	25121	25121	3060	3060	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	8f4234bef2437c5c39803b9b607f18394b672c87ed82656bca4ab19865c083d4	134946	-1.309	0	-73.966	-14.643	-14.09	0.3	-1.31	40	500	40	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-7:part-5:listen-choose-2	set-7	5	L-001	Listen and Choose a Response	public/audio/toefl/set-7/listen-choose-2.mp3	8ef58010c58493fcc91c43ef28a5fdce8e4e3497cdc8cfc99c56e8e8279db7de	8ef58010c58493fcc91c43ef28a5fdce8e4e3497cdc8cfc99c56e8e8279db7de	22404	22404	2740	2740	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	77576ea7d16c4625d63987521c6839a058d3bcce45c220ffb6d34fbe45f33fbf	120834	-0.883	0	-57.346	-19.771	-13.49	0	-0.88	60	500	60	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	TECH-LDN-002	TECH-PEAK-003	fail_actionable	B_technical_repair_candidate	measure_gain_create_versioned_normalized_variant	T20_T21_T22	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-7:part-5:listen-choose-3	set-7	5	L-001	Listen and Choose a Response	public/audio/toefl/set-7/listen-choose-3.mp3	0dff560837db146e5b7161759a8f6e42f276ef783a27f31d1e1e0f583b726e12	0dff560837db146e5b7161759a8f6e42f276ef783a27f31d1e1e0f583b726e12	24494	24494	2980	2980	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	155e8aa2a84d566ca7d8a7f7f219c6916ea2b86b7c7c16baedb7850c9e65066e	131418	-2.905	0	-63.849	-13.093	-15.76	0	-2.89	60	500	40	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-7:part-5:listen-choose-4	set-7	5	L-001	Listen and Choose a Response	public/audio/toefl/set-7/listen-choose-4.mp3	f70dd0cf6b11476f84cb4dcd8e7b8e886ab29fcf5dce9e1b247ce51c65d51a67	f70dd0cf6b11476f84cb4dcd8e7b8e886ab29fcf5dce9e1b247ce51c65d51a67	27629	27629	3380	3380	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	1f78c3e9c72b7835313b8383f81d77dc7b8b319f731702981f0c3f6ea14114a6	149058	-2.48	0	-66.331	-19.514	-15	0.7	-2.48	110	640	40	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	TECH-SIL-002	none	fail_actionable	B_technical_repair_candidate	review_edges_create_versioned_trim_variant	T20_T21_T22	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-7:part-5:listen-choose-5	set-7	5	L-001	Listen and Choose a Response	public/audio/toefl/set-7/listen-choose-5.mp3	811420d47a2ad424aa6afed1504946dfe83ca040c55761db4fbb4f7173007eef	811420d47a2ad424aa6afed1504946dfe83ca040c55761db4fbb4f7173007eef	20524	20524	2500	2500	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	077be73d5b30c13e9b5a33d9edf590019d38fba812d14dc88ae939240d711ba1	110250	-1.366	0	-65.308	-17.742	-13.6	0	-1.36	0	500	30	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	TECH-LDN-003	pass_with_actionable_warning	A_technical_conserve_candidate	review_warning_in_T08_before_conserve	T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-7:part-6:conversation	set-7	6	L-002	Listen to a Conversation	public/audio/toefl/set-7/conversation.mp3	600ce5a2769de0d9023b49f3162bcc25e6a956ca34738e44da514f838ec1bac7	600ce5a2769de0d9023b49f3162bcc25e6a956ca34738e44da514f838ec1bac7	453738	453738	56640	56640	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	304bfc39c0eb5f08288a94c809be360bfa0a1e11dea9128f08249f10d1fb2c05	2497824	-0.914	0	-66.916	-12.34	-14.76	2.8	-0.84	60	500	660	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	TECH-PEAK-003	pass_with_actionable_warning	A_technical_conserve_candidate	review_warning_in_T08_before_conserve	T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-7:part-7:announcement	set-7	7	L-003	Listen to an Announcement	public/audio/toefl/set-7/announcement.mp3	71fe7fb6158921bbb43b3524fb622657952f39eb9131a8c5baa4e370e527f478	71fe7fb6158921bbb43b3524fb622657952f39eb9131a8c5baa4e370e527f478	343188	343188	42820	42820	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	a38f2f4ab0e10012402dd6e7d95d953554fe2924739dca723348f09b3a2fe0f0	1888362	-1.465	0	-65.432	-13.723	-15.47	3.1	-1.47	50	500	340	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-7:part-8:academic-talk	set-7	8	L-004	Listen to an Academic Talk	public/audio/toefl/set-7/academic-talk.mp3	84d643612feecaf4dc2c04321aee24f992b03ad7e7f172c9818c5cbb4373c850	84d643612feecaf4dc2c04321aee24f992b03ad7e7f172c9818c5cbb4373c850	879430	879430	109860	109860	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	a16ea3a14d639f0b6c4f953362d303f3256dc9f2fc9408610dd63083cd3cd727	4844826	-0.929	0	-66.253	-11.958	-18.64	2.6	-0.92	30	500	650	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	TECH-LDN-002	TECH-PEAK-003	fail_actionable	B_technical_repair_candidate	measure_gain_create_versioned_normalized_variant	T20_T21_T22	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-7:part-12:repeat-1	set-7	12	S-001	Listen and Repeat	public/audio/toefl/set-7/repeat-1.mp3	17a709492528b11463c16120e9e8c4c54bc8944e7c0211b8715f0ecd6fbcdfae	17a709492528b11463c16120e9e8c4c54bc8944e7c0211b8715f0ecd6fbcdfae	16762	16762	2020	2020	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	409e26c5747a1586d9e1bb3225edabf334d8e1f22642b508b14034845f655bef	89082	-2.259	0	-66.419	-19.233	-15.47	0	-2.26	120	500	70	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-7:part-12:repeat-2	set-7	12	S-001	Listen and Repeat	public/audio/toefl/set-7/repeat-2.mp3	bc3cf69ffaa6e7641d374fc952def13acba4db2bf639795f1c59e62f66d17d7d	bc3cf69ffaa6e7641d374fc952def13acba4db2bf639795f1c59e62f66d17d7d	21150	21150	2580	2580	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	54ce3d21b80061aef0e180eeac260cd9deadf290ec6152ec67f0f8a5862e4340	113778	-1.116	0	-66.928	-18.283	-13.74	0	-1.1	60	500	90	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	TECH-LDN-003	pass_with_actionable_warning	A_technical_conserve_candidate	review_warning_in_T08_before_conserve	T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-7:part-12:repeat-3	set-7	12	S-001	Listen and Repeat	public/audio/toefl/set-7/repeat-3.mp3	14bc278ba085471ac9686e71a12523baa612d2e8dac7b86761dc55c2d81415ca	14bc278ba085471ac9686e71a12523baa612d2e8dac7b86761dc55c2d81415ca	27629	27629	3380	3380	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	822c9dd9314c3979e1f721532302f8f44e9c6a011274c974d2ca16702f70772c	149058	-1.763	0	-57.803	-19	-13.99	1.1	-1.77	0	510	40	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	TECH-LDN-003	pass_with_actionable_warning	A_technical_conserve_candidate	review_warning_in_T08_before_conserve	T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-7:part-12:repeat-4	set-7	12	S-001	Listen and Repeat	public/audio/toefl/set-7/repeat-4.mp3	072e4c6efe3e38a424134626df4236ff9f5ea787762309835cfdee356aaa5c32	072e4c6efe3e38a424134626df4236ff9f5ea787762309835cfdee356aaa5c32	34107	34107	4181	4181	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	59b1d19061f46163f597c182171fb33748caed1b5d96babb60b65d7290014373	184367	-1.775	0	-60.526	-19.688	-15.53	0.9	-1.78	0	510	60	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-7:part-12:repeat-5	set-7	12	S-001	Listen and Repeat	public/audio/toefl/set-7/repeat-5.mp3	7dfd9e556b0e34dbb511b7f78aa5e345dc5d0ab053e45f51f36241f222841e05	7dfd9e556b0e34dbb511b7f78aa5e345dc5d0ab053e45f51f36241f222841e05	39123	39123	4820	4820	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	0cf3c0a56a8cb8196fddd9ba247432d55ebac63fd9ada96b24d4d9d6eff1021b	212562	-0.73	0	-67.045	-15.762	-14.51	1.4	-0.72	50	510	140	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	TECH-PEAK-003	pass_with_actionable_warning	A_technical_conserve_candidate	review_warning_in_T08_before_conserve	T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-8:part-5:listen-choose-1	set-8	5	L-001	Listen and Choose a Response	public/audio/toefl/set-8/listen-choose-1.mp3	438e1243008910cfc0c991e377faf1227b436cf3be3c11622b0187556c821eb0	438e1243008910cfc0c991e377faf1227b436cf3be3c11622b0187556c821eb0	27002	27002	3300	3300	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	ce83e3bb431fd4f643d4044d98fb9b3a7e8b860fd0ab429686818091e97183fc	145530	-1.832	0	-64.596	-11.859	-14.91	0.3	-1.83	30	500	40	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-8:part-5:listen-choose-2	set-8	5	L-001	Listen and Choose a Response	public/audio/toefl/set-8/listen-choose-2.mp3	9e95271fbaa442ea4db4a9ef59f7e480b0f59cea6233fc539db2fab87d0645c9	9e95271fbaa442ea4db4a9ef59f7e480b0f59cea6233fc539db2fab87d0645c9	29510	29510	3620	3620	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	fb9bf2891e02b709fb538283f35cea5f3166ad915c457af31c4f84616ec718c9	159642	-1.124	0	-65.743	-16.351	-15.06	1.8	-1.11	80	500	340	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
asset:toefl:set-8:part-5:listen-choose-3	set-8	5	L-001	Listen and Choose a Response	public/audio/toefl/set-8/listen-choose-3.mp3	1b3426b8ccadb44deabe9db7b35f2832c65f746dbd583447fa879f3edc3f4afb	1b3426b8ccadb44deabe9db7b35f2832c65f746dbd583447fa879f3edc3f4afb	27002	27002	3300	3300	mp3	44100	1	mono	64000	pass_encoder_only	pass	none	abfe22de89b555bee526160550aaed5d5106513b82faf5b6408a81eecaee2020	145530	-2.304	0	-63.84	-17.32	-15.58	1.6	-2.3	10	500	40	0	pass_no_edge_flag	pass_no_candidate	pass_chromium_audio_context_and_muted_playback	none	none	pass_automated_T06	A_technical_conserve_candidate	conserve_source_technical_candidate	T07_T08	pending_T07_T08	blocked_not_validated	2026-08-09	Codex_automated_technical_audit
