block_id	set_id	source_file	genre	instruction	source_word_count	source_text_sha256	current_blank_count	current_first_sentence_blank_count	current_half_length_compatible	current_zero_missing_count	official_genre_match	official_length_match	current_exact_ten	current_ctw_status	candidate_target_words	candidate_visible_prefixes	candidate_missing_letters	candidate_reconstruction_count	candidate_token_issue	candidate_mask_status	language_status	fact_status	internal_similarity_status	external_similarity_status	finding_ids	provenance_commit	provenance_claim	rights_status	reuse_class	proposed_action	independent_review_status	implementation_status	release_status
t16-r-cw1	set-16	src/data/mocks/toefl-set-16.ts	personal_message	A student is writing to a classmate about a missed class.	56	1057953be3c38d1f9c2661bc109fefb6cb1ee10e1cf08b5e24ae93364526d7c5	6	2	3	0	no	no	no	fail_six_blanks_full_word_keys	not_applicable	not_applicable	not_applicable	0	none	not_applicable_official_genre	language_pass_initial	not_applicable_nonfactual	no_high_similarity_pair_at_threshold	not_sampled_external	CTW-COUNT-001|CTW-KEY-001|CTW-GENRE-001|CTW-LEN-001|CTW-FIRST-001	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	internal_origin_pending_owner_attestation_similarity_and_independent_review	C_reclassify_as_skill_practice_A	preserve_text_outside_official_CTW	pending	candidate_documented_pending_code_authorization	blocked
t16-r-cw2	set-16	src/data/mocks/toefl-set-16.ts	academic_text	The following is from an article about glaciers.	67	4199519524a6673d092ea9df55175a75d382dbc98cbff4e55d07be70ea4768d4	6	1	5	0	yes	no	no	fail_six_blanks_full_word_keys	move|slowly|only|few|a|but|time|can|deep|into	mo|slo|on|f|[unresolved]|b|ti|c|de|in	ve|wly|ly|ew|[unresolved]|ut|me|an|ep|to	9	p10:one_letter:a	blocked_length_and_token_rule	language_pass_initial	fact_pass_but_similarity_rewrite_required	no_high_similarity_pair_at_threshold	exact_sentence_match_preexisting_NationalGeographic	CTW-COUNT-001|CTW-KEY-001|CTW-LEN-001|CTW-FIRST-001|CTW-TOKEN-UNVERIFIED-001|CTW-FACT-AUDIT-2026-08-09|RIGHTS-EXACT-002	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	blocked_exact_match_owner_attestation_rewrite_and_independent_review	B_extend_and_similarity_rewrite_then_C_derive	preserve_source_extend_independent_rewrite_then_adjudicate_and_derive	pending	candidate_documented_pending_code_authorization	blocked
t17-r-cw1	set-17	src/data/mocks/toefl-set-17.ts	personal_message	A student is writing to a bank.	71	b7b344970cfa59f283c8b31bae3ab9c39f16f53f51501457204ce15a0c763b54	6	1	4	0	no	yes	no	fail_six_blanks_full_word_keys	not_applicable	not_applicable	not_applicable	0	none	not_applicable_official_genre	language_pass_initial	not_applicable_nonfactual	no_high_similarity_pair_at_threshold	not_sampled_external	CTW-COUNT-001|CTW-KEY-001|CTW-GENRE-001|CTW-FIRST-001	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	internal_origin_pending_owner_attestation_similarity_and_independent_review	C_reclassify_as_skill_practice_A	preserve_text_outside_official_CTW	pending	candidate_documented_pending_code_authorization	blocked
t17-r-cw2	set-17	src/data/mocks/toefl-set-17.ts	academic_text	The following is from an article about spiders.	77	099755d72e08a2b6e6b32e8ad8f50bfc70d763fff71a02253394b8e59c63b385	6	1	5	0	yes	yes	no	fail_six_blanks_full_word_keys	help|the|of|such|flies|mosquitoes|spiders|webs|silk|produce	he|t|o|su|fl|mosqu|spi|we|si|pro	lp|he|f|ch|ies|itoes|ders|bs|lk|duce	10	none	mechanically_derivable	language_pass_initial	needs_behavior_and_material_property_precision	no_high_similarity_pair_at_threshold	stock_comparison_phrase_high_prevalence_no_exact_full_sentence_match	CTW-COUNT-001|CTW-KEY-001|CTW-FIRST-001|FACT-QUALIFY-002|CTW-FACT-AUDIT-2026-08-09|RIGHTS-STOCK-002	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	blocked_stock_overlap_owner_attestation_rewrite_and_independent_review	B_behavior_and_property_repair_then_C_derive	preserve_source_repair_behavior_property_and_rewrite_then_derive	pending	candidate_documented_pending_code_authorization	blocked
t18-r-cw1	set-18	src/data/mocks/toefl-set-18.ts	personal_message	A student is writing a message to a group of friends.	74	684884b9927485038c11747fdb70844198cfbd8125c800d5d18b9b54bbad6a52	6	1	2	0	no	yes	no	fail_six_blanks_full_word_keys	not_applicable	not_applicable	not_applicable	0	none	not_applicable_official_genre	language_pass_initial	not_applicable_nonfactual	no_high_similarity_pair_at_threshold	not_sampled_external	CTW-COUNT-001|CTW-KEY-001|CTW-GENRE-001|CTW-FIRST-001	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	internal_origin_pending_owner_attestation_similarity_and_independent_review	C_reclassify_as_skill_practice_A	preserve_text_outside_official_CTW	pending	candidate_documented_pending_code_authorization	blocked
t18-r-cw2	set-18	src/data/mocks/toefl-set-18.ts	academic_text	The following is from an article about the water cycle.	84	fe63009e4bdcba5c83f2fcbed75ed56590de981d7642345d3071e44f4458f527	6	0	5	0	yes	yes	no	fail_six_blanks_full_word_keys	from|sun|water|oceans|lakes|evaporate|into|that|into|air	fr|s|wa|oce|la|evap|in|th|in|a	om|un|ter|ans|kes|orate|to|at|to|ir	10	none	mechanically_derivable	language_pass_initial	needs_freshwater_absolute_repair	no_high_similarity_pair_at_threshold	no_exact_full_sentence_match_in_query	CTW-COUNT-001|CTW-KEY-001|CTW-FACT-AUDIT-2026-08-09	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	blocked_owner_attestation_search_limit_and_independent_review	B_absolute_repair_then_C_derive	preserve_source_repair_freshwater_absolute_then_derive	pending	candidate_documented_pending_code_authorization	blocked
t19-r-cw1	set-19	src/data/mocks/toefl-set-19.ts	personal_message	A student is writing to a museum about a school visit.	76	bbf8d6b487376f962efe325b431a1bb053f48a42cbf2dcef550ee038937ce498	6	1	5	0	no	yes	no	fail_six_blanks_full_word_keys	not_applicable	not_applicable	not_applicable	0	none	not_applicable_official_genre	repair_instruction_student_vs_teacher	not_applicable_nonfactual	no_high_similarity_pair_at_threshold	not_sampled_external	CTW-COUNT-001|CTW-KEY-001|CTW-GENRE-001|CTW-FIRST-001|EDITOR-INSTR-001	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	internal_origin_pending_owner_attestation_similarity_and_independent_review	B_fix_instruction_then_reclassify_A	align_instruction_with_teacher_voice_then_reclassify	pending	candidate_documented_pending_code_authorization	blocked
t19-r-cw2	set-19	src/data/mocks/toefl-set-19.ts	academic_text	The following is from an article about the human eye.	73	102f589885490ce1cce85d586caf3101dab97143e1bdb544dc544fd3d122a3f6	6	1	5	0	yes	yes	no	fail_six_blanks_full_word_keys	enters|the|at|front|the|and|focused|the|onto|retina	ent|t|a|fr|t|a|foc|t|on|ret	ers|he|t|ont|he|nd|used|he|to|ina	10	none	mechanically_derivable	language_pass_initial	fact_pass_general_scope	no_high_similarity_pair_at_threshold	no_exact_full_sentence_match_in_query	CTW-COUNT-001|CTW-KEY-001|CTW-FIRST-001|CTW-FACT-AUDIT-2026-08-09	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	blocked_owner_attestation_search_limit_and_independent_review	C_derive_after_rights_review	preserve_source_rights_review_then_derive	pending	candidate_documented_pending_code_authorization	blocked
t20-r-cw1	set-20	src/data/mocks/toefl-set-20.ts	personal_message	A student is writing a message about a lost item.	64	06c488d1b74566376b3792e2e7744e088774654c35b03d70bb4d9d67441bf867	6	1	2	1	no	no	no	fail_six_blanks_full_word_keys	not_applicable	not_applicable	not_applicable	0	none	not_applicable_official_genre	language_pass_initial	not_applicable_nonfactual	no_high_similarity_pair_at_threshold	not_sampled_external	CTW-COUNT-001|CTW-KEY-001|CTW-GENRE-001|CTW-LEN-001|CTW-FIRST-001|CTW-ZERO-001	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	internal_origin_pending_owner_attestation_similarity_and_independent_review	B_fix_zero_gap_then_reclassify_A	repair_zero_gap_then_reclassify	pending	candidate_documented_pending_code_authorization	blocked
t20-r-cw2	set-20	src/data/mocks/toefl-set-20.ts	academic_text	The following is from an article about renewable energy.	67	f7e325dc8b187c10390a95bea1d5006073f3e7fc3d212a80453de071f855f0b2	6	1	3	0	yes	no	no	fail_six_blanks_full_word_keys	panels|sunlight|electricity|wind|use|air|generate|Unlike|and|these	pan|sunl|elect|wi|u|a|gene|Unl|a|th	els|ight|ricity|nd|se|ir|rate|ike|nd|ese	10	none	blocked_length	language_pass_initial	needs_lifecycle_and_trend_scope	no_high_similarity_pair_at_threshold	near_stock_phrase_overlap_educational_energy_material	CTW-COUNT-001|CTW-KEY-001|CTW-LEN-001|CTW-FIRST-001|RIGHTS-SIM-HIGH-001|FACT-SCOPE-002|CTW-FACT-AUDIT-2026-08-09|RIGHTS-STOCK-003	58c2fb0c84f955b1c249708b0fbd1bf0dbb14e43	commit_message_original_WeLearn_AI_coauthored	blocked_stock_overlap_owner_attestation_rewrite_and_independent_review	B_lifecycle_trend_similarity_and_length_repair_then_C_derive	preserve_source_repair_length_lifecycle_trend_similarity_then_derive	pending	candidate_documented_pending_code_authorization	blocked
