assetId	family	formatLabel	title	sourcePath	sourceLocator	declaredId	stableIdStatus	routePaths	runtimeExposure	module	inferredModule	moduleStatus	moduleInferenceBasis	contentForm	passageWordCount	questionGroupCount	decisionCount	rightsBasisPresent	authorPresent	reviewerPresent	factualSourcesPresent	surfaceClaim	provisionalRightsBasis	rightsAssessmentStatus	recommendedDisposition	runtimeQuarantineContradiction	quarantineReasonCodes	sourceFileSha256	sourceObjectSha256	passageSha256
formative:table-completion:table-cooling-buildings	formative-route-bank	table-completion	Passive cooling in public buildings	src/data/practica-exams/seo-catalog.ts	IELTS_TABLE_COMPLETION_PASSAGES[0]	table-cooling-buildings	declared	/practica/ielts/reading/tipos-de-preguntas/table-completion	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-string	267	1	6	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	bbf741fdf9e92620e9491e0b4197558aefe99b2c12b9a6cf11e94da8330518bd	4855b6c5fc0b048304b1746b7423c1973b3ef548176673ccbde2641d513e946c
formative:table-completion:table-museum-inventory	formative-route-bank	table-completion	Digitising small museum collections	src/data/practica-exams/seo-catalog.ts	IELTS_TABLE_COMPLETION_PASSAGES[2]	table-museum-inventory	declared	/practica/ielts/reading/tipos-de-preguntas/table-completion	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-string	214	1	6	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	c7641b80b191b3bedd29a75df19bd1c39174b467e58947a817718d2d0b3fd069	f21af1a1f11c1f8b5d70b6f73b3f0113ee76d41de8e39dbe9914570b9e096e69
formative:table-completion:table-rain-gardens	formative-route-bank	table-completion	Rain gardens in school grounds	src/data/practica-exams/seo-catalog.ts	IELTS_TABLE_COMPLETION_PASSAGES[1]	table-rain-gardens	declared	/practica/ielts/reading/tipos-de-preguntas/table-completion	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-string	223	1	6	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	23e079b4c30603c96b2ed16bd1f68f52ffc6850d5b780d3af8e29bd5047a70b9	b1dd317e09c2ef80e152284263acdb390ca86494e33a95d9dfc425c658ee140f
formative:true-false-not-given:tfng-set-coastal-paths	formative-route-bank	true-false-not-given	Set 3: causa, secuencia y límites de información	src/data/practica-exams/seo-catalog.ts	IELTS_TFNG_PRACTICE_SETS[2]	tfng-set-coastal-paths	declared	/practica/ielts/reading/tipos-de-preguntas/true-false-not-given	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-string	183	1	6	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	8e528d9d0e9f0dc1cef8a003cd96b76bdd0100c935e47cbb9da140c130cc5bd7	35e904d378e8e819049cf1d026b9b1e83dc45e1d164f8e15e91ebfb5a2f9b225
formative:true-false-not-given:tfng-set-school-libraries	formative-route-bank	true-false-not-given	Set 2: información relacionada vs evidencia exacta	src/data/practica-exams/seo-catalog.ts	IELTS_TFNG_PRACTICE_SETS[1]	tfng-set-school-libraries	declared	/practica/ielts/reading/tipos-de-preguntas/true-false-not-given	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-string	187	1	6	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	d672bb4a7732a959ba7a304993e935bf0f64a25465eda44286778ccd2f6d9878	45db7a8749e7ee355f8125c26c76d91faa5e8c67c213d03a194306cf91fab344
formative:true-false-not-given:tfng-set-urban-trees	formative-route-bank	true-false-not-given	Set 1: alcance y cuantificadores	src/data/practica-exams/seo-catalog.ts	IELTS_TFNG_PRACTICE_SETS[0]	tfng-set-urban-trees	declared	/practica/ielts/reading/tipos-de-preguntas/true-false-not-given	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-string	142	1	10	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	a9218541f32e3423ae4cedfad35784679f481e7f281ad79a50fa005d11b0e214	91f3be3364e010290f0af8d4b1d07a655fa7ea5e710576b6f0a92128e2fd40a4
formative:yes-no-not-given:ynng-remote-work	formative-route-bank	yes-no-not-given	Yes/No/Not Given practice: remote work and city centres	src/data/practica-exams/seo-catalog.ts	IELTS_YNNG_PRACTICE_SETS[1]	ynng-remote-work	declared	/practica/ielts/reading/tipos-de-preguntas/yes-no-not-given	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-string	279	1	7	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	5a21449c9d3e9dd7e93d30a3c216d088f89c1fbd011439067aa45827d41ec772	0a88ab17c6741765c43344c80b3543e4add8309cefea1c7ebc674d1364795a78
formative:yes-no-not-given:ynng-school-uniforms	formative-route-bank	yes-no-not-given	Yes/No/Not Given practice: school uniforms and identity	src/data/practica-exams/seo-catalog.ts	IELTS_YNNG_PRACTICE_SETS[2]	ynng-school-uniforms	declared	/practica/ielts/reading/tipos-de-preguntas/yes-no-not-given	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-string	263	1	7	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	2ad9bf267d022a21725a714a100c3956bda28932183daf210400fce5cddccf0a	21d4fa469e99313439dc5ac41a8fd28683d70d058314be4be57376be11e8cdee
formative:yes-no-not-given:ynng-station-art	formative-route-bank	yes-no-not-given	Yes/No/Not Given practice: public art in transport stations	src/data/practica-exams/seo-catalog.ts	IELTS_YNNG_PRACTICE_SETS[0]	ynng-station-art	declared	/practica/ielts/reading/tipos-de-preguntas/yes-no-not-given	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-string	255	1	8	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	1fe59c7e1fad1d831a4fa08a7dfa302d7b1bd37005884bf77ce1b9b379abf680	13d655a77274b4fa20bbc39e558395d3db455f46043ff23ca2e122b2bb237f0a
learning:inference:inference-community-libraries	learning-skill-bank	inference	Community libraries and quiet policy	src/data/practica-exams/seo-catalog.ts	IELTS_INFERENCE_PRACTICE_SETS[0]	inference-community-libraries	declared	/practica/ielts/reading/habilidades/inferencia	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-string	221	1	5	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	dc51341ba5030b900c510b31305161a8a9126d666466f4da4e0dd84b5492ea43	9d85b379b01f8728ab4d51daa2dcac0141ff17aaf383f6f906af7d269315dd1b
learning:inference:inference-hillside-farms	learning-skill-bank	inference	Hillside farms and water sharing	src/data/practica-exams/seo-catalog.ts	IELTS_INFERENCE_PRACTICE_SETS[1]	inference-hillside-farms	declared	/practica/ielts/reading/habilidades/inferencia	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-string	237	1	5	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	5f2f8f7dd34ee78d85f13e755ec6353baa3f9ca1fd538c1a3b61ee2a37f608f6	90d8fa07c04602df61b639c1e41786d78bd9a8b39441ad69cea023b85ad9b299
learning:mixed:ielts-mixed-campus-water	learning-skill-bank	mixed	Set mixto 1: elegir el formato antes de resolver	src/data/practica-exams/seo-catalog.ts	IELTS_READING_MIXED_QUESTION_TYPE_SETS[0]	ielts-mixed-campus-water	declared	/practica/ielts/reading/tipos-de-preguntas	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-array	126	1	4	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	0c5639bcda4fe80b3c70a91dcdf8bf94cdde6d678bba5a0cc439b051e2b670fc	de97f5224cebfc0ebc2aeba43ef7232be70b067ffc00ac813a86d40d90051ade
learning:mixed:ielts-mixed-museum-audio	learning-skill-bank	mixed	Set mixto 2: separar detalle, opinión y matching	src/data/practica-exams/seo-catalog.ts	IELTS_READING_MIXED_QUESTION_TYPE_SETS[1]	ielts-mixed-museum-audio	declared	/practica/ielts/reading/tipos-de-preguntas	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-array	123	1	4	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	1828318c71cab8680c575cace8b49cde071fa96940ed685196ab0f665b2cb1ac	43e62136c4f68d73978cc235d290646a02a3cfd03679f14ca7d9b5d0525b5fdc
learning:mixed:ielts-mixed-urban-farming	learning-skill-bank	mixed	Set mixto 3: completion, diagramas y finales de oración	src/data/practica-exams/seo-catalog.ts	IELTS_READING_MIXED_QUESTION_TYPE_SETS[2]	ielts-mixed-urban-farming	declared	/practica/ielts/reading/tipos-de-preguntas	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-array	112	1	4	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	836d975ac2ca16cfffee1a3d8b6520c33f4cbf8fc4c92fd610cd9bcce8d340b4	9575f6ed20ac567e0029b3c27d8a80605ca60eae0ca3318a902ea339c92ac6fd
learning:paraphrase:paraphrase-coastal-libraries	learning-skill-bank	paraphrase	Paraphrase check: coastal libraries	src/data/practica-exams/seo-catalog.ts	IELTS_PARAPHRASE_PRACTICE_SETS[1]	paraphrase-coastal-libraries	declared	/practica/ielts/reading/habilidades/parafrasis	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	task-set-without-full-passage		1	6	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	26e5d2e4e3568f7c4f8be44d847bf24ec2b70d94516385dea17976669c666379	
learning:paraphrase:paraphrase-urban-food-markets	learning-skill-bank	paraphrase	Paraphrase check: urban food markets	src/data/practica-exams/seo-catalog.ts	IELTS_PARAPHRASE_PRACTICE_SETS[0]	paraphrase-urban-food-markets	declared	/practica/ielts/reading/habilidades/parafrasis	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	task-set-without-full-passage		1	6	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	373a85d775f2e60da9f17f93364a31172e41f9574a999723b7f1fe309360be89	
learning:scanning:scanning-river-restoration	learning-skill-bank	scanning	River restoration in old industrial districts	src/data/practica-exams/seo-catalog.ts	IELTS_SCANNING_PRACTICE[0]	scanning-river-restoration	declared	/practica/ielts/reading/habilidades/scanning	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-string	229	1	6	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	c0e4476cace6f58cb71f47e54b45ab23d671cd44bf12e914ad5826c842a27b71	e6089b3d99f6e1f1959b97ab375ced4f94b6dc0bd5dbab9bfe485e707bcd21f1
learning:skim-scan-transfer:skim-scan-campus-sleep	learning-skill-bank	skim-scan-transfer	Mapa rapido y señales escondidas	src/data/practica-exams/seo-catalog.ts	IELTS_SKIM_SCAN_TRANSFER_SETS[3]	skim-scan-campus-sleep	declared	/practica/ielts/reading/habilidades/skimming | /practica/ielts/reading/habilidades/scanning	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-array	191	1	4	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	b7b156e35e836d86d543bfa1025a17f04322a2a4aac01af4540dd9d1691d41f9	be00bd30f90bec2818ddbb04cca0fc49e1b5ee81496202dfd4d01ff152d16a24
learning:skim-scan-transfer:skim-scan-community-cooling	learning-skill-bank	skim-scan-transfer	Del mapa general a la evidencia exacta	src/data/practica-exams/seo-catalog.ts	IELTS_SKIM_SCAN_TRANSFER_SETS[0]	skim-scan-community-cooling	declared	/practica/ielts/reading/habilidades/skimming | /practica/ielts/reading/habilidades/scanning	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-array	187	1	4	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	4aad2797165d765bb1931135b25e3a0f2e0785cf38cb422b222c1f6a02071a8d	a08d759dbe5696228ea86e6e49686db878298dcd9024364c32aa5b559df8cc8c
learning:skim-scan-transfer:skim-scan-museum-labels	learning-skill-bank	skim-scan-transfer	Decidir primero, buscar después	src/data/practica-exams/seo-catalog.ts	IELTS_SKIM_SCAN_TRANSFER_SETS[1]	skim-scan-museum-labels	declared	/practica/ielts/reading/habilidades/skimming | /practica/ielts/reading/habilidades/scanning	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-array	211	1	4	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	f09254e6d4bfe6764e5dc4c5fcc7e343b1d2400e645d61193a37053b0047bced	3a9183f1be7b2e377693d6cfe2a2e26ca4691ab956ab053fb7830248c4d2a731
learning:skim-scan-transfer:skim-scan-river-restoration	learning-skill-bank	skim-scan-transfer	Del propósito del párrafo al dato técnico	src/data/practica-exams/seo-catalog.ts	IELTS_SKIM_SCAN_TRANSFER_SETS[2]	skim-scan-river-restoration	declared	/practica/ielts/reading/habilidades/skimming | /practica/ielts/reading/habilidades/scanning	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-array	205	1	4	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	e834956c95cd548d2561da235cee9475806f3d056674348ccebf5fdb64e43b11	f463bbaafc0e41c0b26cf62480a5970f7b9542efbe8376d463fb7d3f33f57ca8
learning:skimming:skimming-urban-trees	learning-skill-bank	skimming	Urban trees and public health	src/data/practica-exams/seo-catalog.ts	IELTS_SKIMMING_PRACTICE[0]	skimming-urban-trees	declared	/practica/ielts/reading/habilidades/skimming	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-string	142	1	4	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	b9a619a742c0a12bf03608ab8e51809e88cb56ec7ff9b02dc0d8cb784048c670	91f3be3364e010290f0af8d4b1d07a655fa7ea5e710576b6f0a92128e2fd40a4
learning:time-management:time-management-library-renovation	learning-skill-bank	time-management	Triage de tiempo: biblioteca renovada	src/data/practica-exams/seo-catalog.ts	IELTS_TIME_MANAGEMENT_PRACTICE_SETS[1]	time-management-library-renovation	declared	/practica/ielts/reading/habilidades/gestion-del-tiempo	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-map-without-full-text		1	6	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	a718cb58f588562380580fd8046c37fd3b9c9a9f3a3581c8d6920c499b7e5f07	
learning:time-management:time-management-reading-triage	learning-skill-bank	time-management	Triage de tiempo: museo costero	src/data/practica-exams/seo-catalog.ts	IELTS_TIME_MANAGEMENT_PRACTICE_SETS[0]	time-management-reading-triage	declared	/practica/ielts/reading/habilidades/gestion-del-tiempo	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-map-without-full-text		1	6	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	7a49c38b7d6f64bccaa481b8a3c0094fd34d814ecf026bc13cb3ccfbe5f77d54	
learning:word-limit:word-limit-community-workshop	learning-skill-bank	word-limit	Completion check: community repair workshop	src/data/practica-exams/seo-catalog.ts	IELTS_WORD_LIMIT_PRACTICE_SETS[1]	word-limit-community-workshop	declared	/practica/ielts/reading/habilidades/limite-de-palabras	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-string	146	1	6	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	242a1df661630ed200d570998637fafd92dff0ab1869e9157631aba19d3c4189	09ce87b0d11dbb9dedc453e54d37a5abd529a1514a2158edc7526f85e46d5bf7
learning:word-limit:word-limit-rooftop-gardens	learning-skill-bank	word-limit	Completion check: rooftop gardens	src/data/practica-exams/seo-catalog.ts	IELTS_WORD_LIMIT_PRACTICE_SETS[0]	word-limit-rooftop-gardens	declared	/practica/ielts/reading/habilidades/limite-de-palabras	published-catalog-route		academic	inferred	inferred-from-academic-reading-route	passage-string	144	1	6	false	false	false	false	original-welearn-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	aebd26a1aa6a9cdae60f7b0208c3f5f6c3138889f8aeb4f3ae15efbe888734de	22ef014fb7c560b1924911093024109ec4abc7e54ae8bfaa30687a5ddc4b19be	8b078a48f12e8043e5620b91108db7319b5286ab0b1eda39d73feb36438be17e
legacy:reading-hub:amazon-tfng	legacy-hub-exercise	true-false-not-given	True / False / Not Given — Amazon rainforest	src/app/(site)/practica/ielts/reading/Content.tsx	PASSAGE + STATEMENTS		inventory-synthetic	/practica/ielts/reading	published-reading-hub			missing-or-ambiguous	missing-or-ambiguous	passage-string	122	1	8	false	false	false	false	real-passage-visible-claim	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	8fb7301cc5709fa8bc9eda02fcc6230dc60eeae719ee6af3c74a296e393ee400	a21d24ae4a7a7bd262ff67411527d3cd54346165ffa8fdd97aa66477679771d2	c86ccf473da055194299e5b699d12251ce099a525e4fda89a0ac1cdb36df4ebd
mock:set-1:reading-part-5	legacy-mock-section	mixed-full-passage	Reading Passage 1: Bakelite	src/data/mocks/ielts-set-1.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-1	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	846	6	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	093c9b9ff1b5d31e8f7b96bcf0907b36a4d721b84162f70c777bf2c0c145bffd	51bfb1a6a110ed1cb09211aab48d533026c6d87992de3a6c45bff267e5ecdb56	f1800a80933cf687f5fd27c9f7176c9db92a8128783b87b6c17c44a3a8f6199e
mock:set-1:reading-part-6	legacy-mock-section	mixed-full-passage	Reading Passage 2: What's so funny?	src/data/mocks/ielts-set-1.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-1	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	867	9	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	093c9b9ff1b5d31e8f7b96bcf0907b36a4d721b84162f70c777bf2c0c145bffd	df93c358fb8c79c806d5537f5d8cd99379e5815f90433d4c158f0015e799a2a8	2de952fc362533e1c006d05737840c99eea546079f78f1f87f51beb9b8f3684f
mock:set-1:reading-part-7	legacy-mock-section	mixed-full-passage	Reading Passage 3: The Birth of Scientific English	src/data/mocks/ielts-set-1.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-1	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	905	5	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	093c9b9ff1b5d31e8f7b96bcf0907b36a4d721b84162f70c777bf2c0c145bffd	cbcff7fc3583ddb6bbccd3828f361f3ed6ce094f1b7352eb3c8e53b5ceb9cf97	abc4c678cfe569e824db64cb821daf4c49b01c775175dac0162c9db51a5019bc
mock:set-10:reading-part-5	legacy-mock-section	mixed-full-passage	Reading — Passage 1: Microplastics in the Ocean	src/data/mocks/ielts-set-10.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-10	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	449	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	a5152cf8573cc608f068d5c687b3b127636f4fa92b7ce20b773e1b52a6317dac	9948d5f1b78162d22dbf8e7b01a0add73346494a0c9ea549e8b35eb9596eb19c	72ddd63ad5cb126078ffcc4decce634d8c8db155c784f6a88c85cee8a26d3c90
mock:set-10:reading-part-6	legacy-mock-section	mixed-full-passage	Reading — Passage 2: The Sharing Economy	src/data/mocks/ielts-set-10.ts	default.sections[reading:1]		inventory-synthetic	/examenes/ielts/practica/set-10	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	542	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	a5152cf8573cc608f068d5c687b3b127636f4fa92b7ce20b773e1b52a6317dac	e99150da18c012854cd4e5e91a520f5c680c44326919fd9f78792df8c48683cf	06ca3ffd003f950e50e6c5ca2138115dc32ee5ffe30aa56603a4a764213d155f
mock:set-10:reading-part-7	legacy-mock-section	mixed-full-passage	Reading — Passage 3: Memory and Identity	src/data/mocks/ielts-set-10.ts	default.sections[reading:2]		inventory-synthetic	/examenes/ielts/practica/set-10	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	620	6	14	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	a5152cf8573cc608f068d5c687b3b127636f4fa92b7ce20b773e1b52a6317dac	88ffc55c55b8ab870e80f204a93d307631fbe89cdbd4a88a6f085a7ede0f03a0	b6f18fbd3dde120ed0b3ade070052fb097b8bd02327ff0042202cace5dc0c2e6
mock:set-11:reading-part-5	legacy-mock-section	mixed-full-passage	Reading — Passage 1: Engineering Water in Ancient Rome	src/data/mocks/ielts-set-11.ts	default.sections[reading:0]		inventory-synthetic	/examenes/ielts/practica/set-11	registered-public-mock-route		academic	inferred	inferred-from-parent-mock-title	passage-string	586	2	13	false	false	false	false	none-observed	unknown-quarantined	structured-evidence-absent	quarantine	true	missing-author | missing-factual-sources | missing-or-invalid-rights-basis | missing-reviewer | module-not-declared-on-asset	15d52dbe5b4734d9bbdd1c68e1b214f143e2f9118966c0172c7bbea0f5641b8d	f58b18a3d50bb773ef313e94c18ecd350a175179f05762c66d3cd6aa0ddc73d0	6db2e66fce1ec19d6565da4316ff6c025669d5b6fc73b480f4d0e8cdf7e30664
